ENGINE_RPM,VEHICLE_SPEED,ENGINE_LOAD,COOLANT_TEMP,MAF_GRAMS_SEC,SHORT_TERM_TRIM,LONG_TERM_TRIM,THROTTLE_POS,TARGET_DTC
1471.3,48.5,33.0,92.9,26.32,-0.16,-0.06,19.4,None
1896.0,66.1,32.0,92.3,34.31,17.02,17.36,20.8,P0171
1386.3,51.2,42.6,89.9,24.83,1.87,-0.5,22.4,None
2863.5,95.8,29.5,93.2,51.55,0.47,-0.85,20.3,None
1613.2,55.0,27.1,127.1,29.04,-1.94,-0.26,18.5,P0117
3002.3,103.4,28.5,92.3,54.16,-1.72,0.08,18.2,None
2031.9,68.0,35.2,90.4,37.0,0.71,0.83,18.4,None
1840.2,67.4,29.8,88.4,33.05,0.28,0.22,20.5,None
1272.1,44.8,45.7,95.0,23.23,0.82,0.31,23.0,None
2811.0,97.8,36.1,95.5,50.86,-1.77,0.33,23.0,None
1380.3,49.6,40.3,92.3,25.14,1.05,0.03,21.3,None
2905.4,96.8,19.6,94.6,52.39,-0.94,-0.33,15.4,None
944.0,37.3,53.1,95.0,16.69,1.46,0.84,27.1,None
1022.7,40.3,46.7,95.2,18.71,1.29,0.64,24.0,None
2611.7,82.9,85.9,94.9,45.06,0.93,-0.15,25.5,P0300
3102.7,111.5,26.1,94.7,56.23,-1.14,0.84,18.6,None
1890.6,67.1,21.3,88.3,34.34,-1.06,0.41,15.0,None
1546.4,58.0,40.4,95.7,27.9,1.61,-0.43,21.6,None
3160.0,106.8,35.3,88.7,57.29,0.58,-0.89,18.1,None
956.4,34.7,29.3,90.3,16.82,-0.13,-0.92,19.8,None
2100.0,45.0,84.8,93.5,53.12,-1.76,0.74,28.2,P2463
1920.7,65.1,42.0,92.3,7.76,1.64,-0.53,24.7,P0101
2479.0,87.8,41.3,88.6,44.17,-0.22,-0.63,26.1,None
1767.6,64.4,33.8,95.5,31.42,1.74,0.97,18.0,None
2132.2,72.3,22.1,88.0,38.21,0.4,-0.41,12.7,None
1148.5,36.0,38.7,89.0,20.58,-0.14,-0.82,19.7,None
2955.5,101.1,26.3,88.6,52.76,0.4,-0.82,15.3,None
1974.3,68.0,53.9,95.4,35.81,-0.74,-0.86,29.4,None
1717.9,55.5,27.5,93.7,30.68,0.45,-0.3,15.7,None
1611.1,47.7,89.5,91.8,23.76,1.76,-0.35,30.1,P0300
1135.6,36.1,15.1,94.8,4.47,0.61,-0.33,10.6,P0101
1786.8,65.0,36.6,124.6,32.62,0.07,-0.49,23.9,P0117
2313.4,84.9,26.6,89.0,41.31,-0.89,0.16,14.8,None
2100.0,45.0,83.3,94.3,52.05,-0.98,-0.77,23.9,P2463
1554.2,53.5,24.5,92.4,28.3,0.84,0.59,17.2,None
1098.3,35.2,40.4,88.1,19.69,1.62,0.64,26.3,None
1721.8,73.3,63.0,93.2,36.16,-1.89,-0.05,11.7,P0300
3031.2,105.3,48.1,91.6,54.78,-0.04,0.51,24.9,None
2969.6,108.5,41.2,119.8,53.45,1.31,-0.17,23.9,P0117
2493.6,90.2,26.8,118.1,45.03,1.81,-0.67,16.1,P0117
1111.8,24.8,45.3,93.4,15.66,1.06,0.72,10.5,P0300
3053.7,107.7,40.6,91.5,55.16,-1.92,0.89,23.0,None
2685.2,94.7,21.2,93.3,48.38,0.94,-0.62,14.9,None
1942.9,69.4,23.3,91.9,34.89,22.1,12.28,15.1,P0171
1798.9,60.6,29.1,124.5,32.83,1.29,-0.67,20.4,P0117
2616.9,91.0,37.5,93.5,46.79,1.95,-0.25,22.0,None
3099.1,110.2,53.1,96.0,12.46,1.89,-0.61,32.1,P0101
2206.5,81.3,37.3,94.5,39.52,-0.89,-0.35,21.4,None
1582.9,45.0,83.2,92.6,28.51,-1.15,0.19,19.7,P2463
2228.5,76.6,34.3,91.0,40.22,0.38,-0.36,19.3,None
986.6,37.8,46.7,95.1,17.27,-1.57,-0.1,25.5,None
1892.5,64.6,34.7,94.6,34.12,-1.7,-0.34,22.0,None
2889.6,105.0,18.0,92.0,11.63,-0.27,0.31,11.6,P0101
3360.9,113.3,80.1,94.1,56.24,-0.12,-0.8,23.2,P0300
3185.3,113.2,39.7,92.8,56.99,-0.14,0.3,22.5,None
1923.0,45.0,76.4,88.3,34.28,-0.64,-0.7,15.4,P2463
1358.6,45.6,25.9,88.3,24.63,-0.03,0.46,19.4,None
3102.7,108.3,21.7,124.0,55.88,-0.76,0.41,16.0,P0117
1412.4,48.3,46.1,88.9,5.63,-1.41,-0.58,23.7,P0101
1463.1,52.5,53.2,92.0,26.32,0.51,-0.69,30.5,None
3121.7,110.1,28.0,96.0,56.62,0.96,0.36,20.7,None
1529.0,54.9,26.2,90.9,27.72,-1.56,0.77,16.0,None
1670.7,53.4,63.7,95.0,25.32,0.06,0.96,21.1,P0300
2949.1,101.2,19.6,126.7,52.65,0.75,-0.62,15.5,P0117
1718.4,56.1,33.6,88.1,30.52,-0.39,-0.79,20.3,None
1118.7,41.1,26.3,126.7,19.97,1.91,0.02,17.7,P0117
2742.1,99.0,31.2,126.4,49.11,1.86,0.3,18.8,P0117
2036.9,71.1,51.4,89.0,36.5,0.32,0.69,29.8,None
2101.9,71.0,29.2,88.3,37.64,1.54,-0.34,20.7,None
1917.5,68.5,19.4,93.7,34.38,-1.07,0.28,12.6,None
2377.2,81.1,21.6,95.7,42.49,-1.87,-0.32,13.1,None
1679.6,55.9,40.9,95.3,30.05,-0.66,-0.99,23.7,None
2852.7,104.6,19.4,127.9,51.24,0.03,0.95,16.0,P0117
3184.1,114.3,41.6,95.3,12.82,0.99,-0.52,21.1,P0101
2573.3,93.7,43.0,91.2,46.42,1.34,-0.36,24.4,None
2192.2,75.9,33.7,89.8,39.22,-0.03,-0.65,18.0,None
2078.8,82.3,77.8,90.9,42.0,-1.23,0.54,21.3,P0300
1315.2,49.8,29.9,95.2,23.98,-0.84,0.04,19.5,None
2457.9,89.4,40.9,121.5,43.94,-1.82,-0.46,22.1,P0117
1528.2,50.3,34.0,90.9,27.7,0.16,0.08,23.4,None
886.5,35.9,51.7,93.4,15.65,-1.72,-0.59,26.2,None
2538.0,87.0,34.8,92.2,45.67,-0.17,0.41,20.9,None
2938.4,103.7,33.5,95.9,53.32,0.34,-0.14,17.3,None
3034.4,109.0,36.6,89.2,55.0,-1.94,0.18,22.4,None
3015.8,100.9,28.2,93.8,12.26,0.24,0.8,19.3,P0101
2517.7,94.9,92.1,88.7,46.92,-0.6,-0.43,28.9,P0300
2057.3,69.3,17.1,124.7,36.63,-0.35,0.48,10.3,P0117
2494.4,87.9,42.9,88.2,44.55,0.07,-0.27,24.6,None
2206.5,76.2,20.4,92.2,39.36,1.48,0.78,12.7,None
2651.1,96.2,42.8,89.9,47.64,0.78,-0.62,26.9,None
2100.0,45.0,77.4,93.3,38.56,-1.0,0.19,14.1,P2463
1310.3,43.6,17.3,93.5,5.42,1.45,-0.33,10.6,P0101
2205.6,79.9,32.4,94.8,39.34,0.57,0.44,20.4,None
2071.0,72.6,52.3,95.3,37.54,-0.03,0.08,29.7,None
926.0,27.8,21.7,91.1,3.83,-0.39,-0.79,17.9,P0101
1579.6,53.3,53.0,88.7,6.12,-0.26,0.41,29.8,P0101
3023.6,108.5,27.5,91.0,12.16,-0.61,-0.49,17.8,P0101
2518.1,89.1,32.8,94.1,10.07,0.04,0.61,20.0,P0101
2083.0,45.0,93.2,90.8,37.96,1.46,0.12,29.1,P2463
3130.9,112.7,35.0,88.3,56.13,-0.78,0.42,22.8,None
2396.2,83.7,19.6,90.2,43.61,-1.37,0.55,14.6,None
1070.6,33.4,37.0,95.7,19.53,-1.25,0.64,19.7,None
2568.1,86.2,22.2,90.8,46.61,0.93,-0.92,15.8,None
1126.2,36.5,90.8,93.4,20.3,0.38,-0.46,23.5,P2463
1924.6,59.4,73.7,89.5,29.28,0.68,-0.16,25.8,P0300
1295.8,47.7,43.4,92.4,23.32,-0.38,0.82,23.4,None
1732.2,60.6,23.8,91.2,30.89,0.88,0.37,15.9,None
2122.2,77.1,54.2,93.2,37.71,-0.83,0.81,30.5,None
2538.7,87.7,39.1,91.1,45.4,19.92,17.69,24.4,P0171
2743.3,98.7,22.8,91.2,49.01,1.42,0.06,16.7,None
3017.0,108.8,18.9,90.5,54.45,1.65,-0.36,15.1,None
1400.9,55.6,85.6,92.4,30.65,-1.12,-0.84,25.7,P0300
3301.1,100.4,82.8,92.0,53.54,1.75,0.71,30.2,P0300
2560.0,92.9,40.4,95.1,45.61,0.59,0.09,20.6,None
1887.0,62.0,52.4,122.6,33.53,-1.25,0.23,28.9,P0117
1928.2,63.1,53.7,90.5,34.99,-1.76,-0.43,27.9,None
2969.7,108.4,52.8,88.2,53.76,1.05,0.25,28.2,None
2770.6,99.6,21.1,92.1,50.32,-1.23,0.14,17.4,None
1739.6,58.7,27.5,90.2,31.21,-0.96,-0.36,16.6,None
875.2,29.4,17.8,93.8,15.63,-0.37,0.5,13.1,None
1393.4,34.2,74.3,90.4,19.7,1.89,0.48,22.5,P0300
1160.9,35.9,38.8,94.4,20.55,0.46,-0.79,20.3,None
2100.0,45.0,84.4,93.9,40.22,-1.69,0.52,23.9,P2463
1339.9,44.5,32.8,90.7,24.37,-1.34,-0.03,17.2,None
966.0,31.1,43.8,94.8,17.31,0.8,-0.66,26.3,None
3329.4,107.0,89.1,91.3,54.87,1.64,-0.1,25.6,P0300
1220.4,45.4,39.6,90.9,21.52,-0.6,0.37,21.7,None
1644.6,66.7,74.2,95.3,31.93,1.28,-0.5,16.4,P0300
2247.6,76.8,44.0,92.2,40.12,-1.76,-0.27,24.6,None
1782.7,64.4,39.3,88.3,32.26,0.48,-0.15,19.9,None
1715.8,61.0,33.6,93.6,30.69,1.43,-0.48,18.1,None
749.4,36.9,44.7,95.4,18.31,0.72,-0.07,10.1,P0300
1256.4,48.5,29.3,95.0,22.37,-1.29,-0.51,18.8,None
1787.1,59.7,29.1,95.0,32.63,-1.07,-0.14,20.4,None
1571.8,59.1,29.3,94.8,28.46,-0.41,-0.45,18.2,None
1203.6,44.5,24.7,94.0,4.87,-0.09,0.35,16.5,P0101
1977.0,69.2,24.8,88.8,35.57,-0.86,-0.54,17.5,None
1689.9,56.9,44.1,89.7,30.02,-0.24,0.17,25.3,None
2516.6,91.7,36.5,89.3,44.97,19.04,17.92,20.4,P0171
2743.6,92.1,15.4,92.8,49.28,-0.88,0.01,9.6,None
1281.1,42.4,45.7,93.0,23.03,-0.8,-0.31,23.8,None
2221.2,73.6,52.9,89.5,39.52,0.2,-0.89,31.7,None
1191.8,45.7,26.4,95.9,21.73,-1.19,0.99,18.3,None
2764.2,100.5,42.5,90.1,50.01,1.2,0.94,22.1,None
2747.1,97.4,43.5,93.6,49.23,1.13,-0.49,26.8,None
1005.8,33.2,30.6,90.3,17.82,1.26,-0.43,19.4,None
1605.2,58.1,32.0,93.6,28.6,-0.3,-0.14,21.3,None
2036.5,72.9,41.2,120.2,36.75,1.53,0.63,23.0,P0117
2512.6,86.6,33.8,125.5,45.17,-1.88,0.96,19.9,P0117
2675.5,96.2,17.9,91.7,48.34,1.58,0.05,12.5,None
1086.6,34.7,29.5,96.0,4.45,0.2,0.01,17.3,P0101
1039.0,33.6,48.7,90.4,18.85,-0.19,0.64,24.9,None
1476.2,48.1,46.3,91.4,26.43,-0.57,-0.89,26.3,None
1286.0,45.2,47.1,93.0,23.59,-0.54,0.11,28.7,None
1990.7,66.8,43.9,95.6,35.86,-1.29,0.84,24.7,None
1210.8,38.3,26.2,90.9,21.52,-1.54,-0.08,14.9,None
1267.5,48.5,16.0,91.2,22.37,0.13,-0.32,13.3,None
1478.7,54.3,37.0,91.5,26.89,0.72,0.71,21.1,None
843.0,28.9,78.9,95.1,14.89,-0.92,0.19,18.0,P2463
878.0,26.8,47.9,89.7,3.49,0.38,-0.13,24.6,P0101
1108.0,25.7,89.2,88.2,15.62,-0.93,0.06,28.8,P0300
1533.8,54.8,46.6,91.3,27.17,-0.57,0.42,24.1,None
884.9,32.6,45.2,89.7,15.44,1.47,-0.62,27.8,None
2758.1,97.4,54.7,93.0,50.05,1.01,0.45,31.9,None
2945.3,88.8,83.3,90.6,48.25,-1.94,-0.92,25.4,P0300
965.6,31.8,33.3,93.1,17.61,1.13,0.49,17.3,None
2620.8,91.1,20.2,91.8,47.67,-1.25,-0.86,15.4,None
992.8,31.2,44.7,95.6,17.73,-1.01,0.27,25.7,None
2957.0,107.2,16.2,89.5,53.33,0.61,-0.82,12.2,None
1187.5,28.8,58.9,93.0,16.33,0.14,-0.71,18.1,P0300
2631.3,94.4,29.3,94.0,46.87,1.69,-0.34,21.0,None
2313.3,78.1,29.1,95.6,41.89,0.39,-0.43,16.3,None
1789.7,65.8,30.6,94.6,32.31,-0.84,-0.24,19.1,None
1271.3,43.9,33.1,91.6,22.54,0.17,-0.74,21.7,None
2893.0,93.8,54.7,89.6,49.55,1.66,-0.82,14.4,P0300
2016.9,45.0,87.5,91.9,35.9,-0.17,0.59,26.7,P2463
855.6,29.4,15.4,95.3,15.65,1.24,0.26,10.3,None
864.9,30.6,27.1,88.9,16.04,-1.48,0.09,19.5,None
949.3,29.7,41.2,93.7,17.18,-1.38,-0.02,26.4,None
979.2,32.5,54.2,90.7,17.94,-1.46,-0.87,28.1,None
1947.7,71.4,52.6,92.9,35.01,0.68,-0.88,29.2,None
1097.9,38.6,51.5,90.8,19.39,0.78,-0.96,27.8,None
3109.4,107.6,34.5,89.9,12.49,-0.74,-0.12,23.0,P0101
3052.0,107.5,44.8,92.0,54.61,1.97,0.99,26.7,None
2848.8,98.3,37.0,92.4,51.33,-1.54,-0.48,24.2,None
1458.6,52.7,29.9,91.7,26.73,0.12,0.6,18.4,None
2660.2,94.7,42.7,94.6,47.84,1.97,-0.46,26.7,None
2638.1,94.6,50.1,89.6,47.09,-0.46,0.77,27.0,None
2044.8,69.5,37.6,90.1,36.77,-1.36,-0.13,23.1,None
1680.5,54.2,51.2,91.2,30.12,0.56,-0.49,28.2,None
3110.8,109.0,39.9,91.9,56.4,0.19,-0.64,21.7,None
1441.6,53.3,53.1,90.0,26.35,0.84,-0.0,26.7,None
2569.6,94.0,41.5,90.0,46.73,0.68,-0.41,26.3,None
1731.4,62.0,53.6,92.7,31.28,1.61,0.37,29.1,None
2883.4,98.3,34.6,93.2,51.44,-0.02,-0.37,19.4,None
1871.9,69.3,39.6,92.8,34.05,-1.46,0.41,21.4,None
962.6,28.8,19.8,89.1,17.2,-1.79,-0.7,16.8,None
1847.3,65.0,33.1,92.2,32.9,1.71,-0.14,19.2,None
2754.7,92.1,26.3,94.3,49.73,15.99,14.98,16.3,P0171
2707.5,93.4,41.0,89.0,49.19,-0.86,-0.75,25.9,None
2791.6,92.1,90.6,93.0,48.75,-1.53,-0.65,29.2,P0300
1325.7,47.6,17.0,94.6,24.04,19.1,15.19,13.6,P0171
2700.2,93.2,30.2,92.7,48.58,0.38,0.9,17.1,None
1557.3,53.5,47.0,95.2,28.37,-0.67,-0.59,24.6,None
1798.8,59.7,20.9,94.1,32.39,-1.58,-0.43,17.1,None
969.4,30.9,27.2,88.3,17.7,0.07,-0.5,19.5,None
1015.6,39.3,33.2,122.9,18.08,-0.98,0.0,21.8,P0117
838.4,28.9,48.7,90.8,15.41,-0.11,0.08,27.1,None
1571.6,55.9,20.1,94.3,28.27,24.03,15.17,13.5,P0171
2545.8,90.4,29.7,90.1,10.33,-0.63,-0.42,21.2,P0101
2986.9,108.2,19.1,92.5,54.26,0.48,-0.64,15.6,None
1210.1,55.1,60.4,90.5,25.89,1.47,0.59,15.3,P0300
1333.0,47.8,16.3,89.2,24.45,0.91,-0.45,11.8,None
2683.6,90.6,15.3,93.1,48.48,-0.94,0.67,14.8,None
2382.7,78.8,30.1,93.1,42.61,1.26,-0.77,16.4,None
2515.9,85.7,36.8,90.3,45.43,1.57,0.53,21.4,None
956.6,30.8,75.0,93.5,17.26,-0.78,0.71,26.3,P2463
1558.1,50.0,38.6,90.6,28.32,-0.33,-0.3,20.4,None
1759.9,64.8,20.3,95.6,31.64,-0.96,-0.56,13.3,None
1690.5,59.8,41.6,95.5,30.68,0.34,-1.0,22.1,None
1575.3,57.4,15.4,92.8,28.4,-0.08,0.4,14.2,None
1442.7,45.6,28.5,92.5,25.52,1.01,0.41,19.1,None
2522.2,89.3,39.7,93.7,45.75,1.69,0.53,21.0,None
2754.6,92.0,48.2,91.6,49.52,1.63,-0.13,25.9,None
1406.5,46.0,33.2,95.4,25.31,22.29,12.69,22.2,P0171
1944.1,72.7,50.2,94.8,34.53,1.73,0.6,30.2,None
1047.9,38.4,36.7,93.0,19.33,-0.09,0.92,23.5,None
1527.5,49.7,23.1,95.4,27.65,-0.81,0.74,15.9,None
931.1,29.5,21.0,89.8,16.86,21.15,16.6,17.2,P0171
1092.3,40.5,48.0,91.8,4.22,1.23,-0.97,25.0,P0101
2673.8,98.2,41.0,95.2,48.14,1.96,-0.0,21.3,None
912.8,27.6,33.3,93.2,3.64,1.26,-0.03,17.3,P0101
2900.6,100.7,54.4,95.2,49.32,0.52,0.13,14.4,P0300
1402.9,44.9,20.5,88.5,25.31,-0.24,-0.55,17.3,None
845.5,30.6,19.8,90.8,15.42,-0.14,-0.04,14.0,None
1034.1,39.1,35.1,122.0,18.87,0.02,0.53,19.5,P0117
1206.3,40.8,25.2,95.8,4.63,-1.98,0.03,15.3,P0101
2463.2,86.9,29.7,116.0,44.72,0.5,-0.87,20.7,P0117
3138.6,106.6,24.8,93.0,56.91,-1.22,-0.46,14.7,None
1727.2,65.0,45.5,94.9,31.4,1.63,1.0,27.5,None
2087.0,71.8,25.1,90.1,37.25,20.39,15.68,19.1,P0171
843.1,29.4,81.4,91.9,15.54,0.79,-0.28,13.6,P2463
1076.5,34.1,20.8,94.1,4.21,0.86,-0.08,12.6,P0101
3189.8,112.9,36.8,90.1,57.75,-0.78,-0.67,19.9,None
2891.9,98.4,27.3,88.3,51.62,-0.06,0.79,15.3,None
2474.1,82.2,42.7,89.3,44.1,-0.22,-0.37,25.2,None
2383.7,78.7,33.4,90.6,42.46,1.81,0.29,17.6,None
2346.9,78.2,29.7,94.6,41.79,0.89,0.94,18.2,None
1347.1,44.9,45.5,88.9,24.08,0.96,0.54,24.5,None
1091.8,33.5,26.2,95.0,19.55,1.78,0.39,17.5,None
3022.4,106.2,88.1,92.5,54.36,0.17,-0.35,26.1,P0300
1146.3,44.5,53.4,88.4,20.94,0.39,0.77,32.0,None
1508.2,52.1,45.9,93.2,27.64,0.33,0.09,25.3,None
2851.0,101.5,38.5,92.8,50.88,-1.76,-0.2,23.5,None
2047.3,68.7,25.8,125.4,37.02,0.89,0.39,19.2,P0117
1139.6,41.6,40.7,92.4,20.6,-0.88,-0.2,22.4,None
2922.0,101.1,15.1,88.5,52.17,19.44,15.47,12.6,P0171
2480.7,88.5,17.8,92.8,44.51,1.78,0.21,10.1,None
2311.5,83.7,49.9,95.4,41.97,1.42,0.1,26.9,None
3113.0,113.7,35.2,94.9,12.26,-0.25,0.9,21.9,P0101
2324.5,84.6,40.5,95.0,41.96,-0.11,0.28,23.4,None
2027.4,74.7,16.8,91.6,36.17,-1.78,-0.54,13.2,None
1892.4,68.5,36.6,91.6,34.47,-0.62,-0.29,23.8,None
2748.0,93.5,37.7,94.0,49.42,0.1,0.99,20.0,None
762.5,24.2,80.9,91.8,13.6,-1.68,0.16,26.0,P2463
2100.0,45.0,83.0,92.3,49.17,-1.78,0.59,30.8,P2463
1678.7,60.3,24.5,89.0,30.62,0.9,-0.05,17.3,None
1885.0,65.7,32.8,88.8,34.4,1.05,0.52,20.9,None
941.4,32.3,46.1,95.3,16.94,-1.73,0.77,26.1,None
2584.9,89.5,29.8,91.0,46.06,1.44,-0.67,20.4,None
1796.0,50.3,48.0,91.7,26.82,-1.23,-0.71,14.0,P0300
1785.3,45.0,91.6,93.4,32.1,0.89,0.9,23.9,P2463
1589.6,60.2,76.3,89.2,30.78,1.4,-0.93,25.7,P0300
2119.0,72.0,26.0,92.5,38.13,-1.68,0.5,19.6,None
2209.1,79.6,33.5,95.9,8.68,-1.46,0.78,18.5,P0101
2496.2,82.4,20.1,90.3,44.91,-1.86,0.79,12.2,None
2212.1,79.7,27.6,92.2,39.95,-1.82,-0.82,15.4,None
2349.1,84.6,28.0,91.9,42.15,-1.86,0.24,15.9,None
1741.6,56.6,19.4,95.0,30.93,0.77,0.65,12.3,None
1461.9,49.1,49.3,89.1,26.32,1.79,1.0,30.2,None
2100.0,45.0,82.5,90.5,44.36,-0.17,0.21,24.4,P2463
1936.0,72.7,58.5,90.6,37.71,-0.76,0.34,17.2,P0300
1289.6,48.7,49.7,93.5,22.8,-0.22,-0.33,27.2,None
1033.4,33.2,18.8,91.6,18.2,-0.91,-0.72,11.9,None
838.6,25.8,53.4,88.8,14.82,0.99,0.73,31.0,None
2109.6,72.1,41.1,89.4,38.0,-1.67,0.27,25.5,None
2713.6,91.6,29.2,94.6,49.01,1.67,-0.56,20.8,None
1273.0,44.4,48.2,90.8,22.96,-0.61,0.39,24.0,None
2007.3,69.6,50.1,93.2,35.77,1.12,0.81,28.5,None
2413.9,86.9,46.5,89.3,43.5,-1.12,0.33,28.9,None
2913.4,106.1,71.7,93.0,55.34,0.1,0.01,23.2,P0300
1609.1,52.0,39.6,93.8,29.18,0.58,0.75,23.1,None
1789.3,61.9,37.8,89.0,32.51,0.1,0.39,20.2,None
2433.5,84.7,20.0,90.2,43.31,16.69,12.95,12.5,P0171
2912.9,106.9,33.8,91.8,52.76,15.12,12.0,22.2,P0171
885.8,35.6,24.0,90.5,16.3,-0.27,0.88,15.1,None
3178.5,107.9,29.4,95.3,57.17,21.33,19.99,19.7,P0171
2739.0,100.1,25.8,94.5,49.21,0.67,0.62,19.7,None
3068.6,105.7,26.0,92.9,12.35,1.14,-0.38,17.9,P0101
1095.7,37.5,38.4,90.1,19.4,1.11,0.92,23.0,None
1080.9,38.6,32.5,95.5,19.87,-0.7,-0.35,21.8,None
1339.5,42.9,35.0,92.2,24.37,1.69,-0.66,21.1,None
1368.0,52.7,54.5,90.3,24.26,16.39,15.64,30.8,P0171
2100.0,45.0,93.2,93.8,56.5,1.43,-0.37,17.2,P2463
2339.8,85.2,27.2,92.0,41.66,-0.56,0.51,19.0,None
1649.3,45.0,90.1,94.7,29.61,-0.16,-0.26,20.1,P2463
2508.0,83.7,51.0,92.7,45.29,0.53,-0.86,30.3,None
2034.2,45.0,84.8,94.3,36.4,1.89,-0.7,15.7,P2463
2581.0,86.6,26.5,93.1,46.31,-0.64,-0.64,16.8,None
1639.5,56.0,52.6,89.5,6.58,-0.9,0.1,26.0,P0101
982.4,38.6,16.8,89.2,17.33,-0.96,-0.44,13.1,None
1674.0,62.1,47.4,91.6,30.58,24.41,18.03,26.9,P0171
2384.0,86.9,15.6,95.3,42.45,-0.97,0.59,14.1,None
1734.4,58.3,40.8,90.3,31.45,1.73,-0.94,21.1,None
2839.9,97.1,54.1,88.9,51.21,-1.61,0.69,27.7,None
2543.5,91.8,31.5,88.9,45.42,23.73,13.77,21.8,P0171
2817.6,102.7,25.7,93.6,11.27,1.05,-0.06,14.6,P0101
2735.0,96.2,41.8,95.8,49.69,0.0,-0.53,24.7,None
1418.8,50.0,60.6,94.4,27.62,-0.06,-0.89,14.8,P0300
2571.7,87.0,28.7,93.3,46.6,1.49,-0.22,17.7,None
2106.4,69.3,54.1,95.3,37.81,1.51,1.0,30.6,None
1135.6,44.3,54.9,91.9,20.53,-1.79,0.13,30.2,None
813.6,24.9,41.8,90.1,14.25,-1.23,0.15,23.6,None
1514.7,56.8,21.8,92.6,27.54,1.69,0.05,16.4,None
1482.8,52.3,46.4,94.3,26.36,-1.61,0.41,27.9,None
1087.3,36.4,51.7,89.4,19.43,1.01,0.68,30.4,None
2524.8,88.9,17.3,89.6,45.18,-1.91,-0.0,14.2,None
1555.9,59.2,16.7,92.0,6.29,0.29,-0.28,15.5,P0101
3204.7,112.4,83.5,91.9,55.59,-0.11,-0.66,29.8,P0300
1818.9,65.5,53.7,88.8,32.33,-0.07,0.36,29.1,None
2513.7,92.0,16.8,92.4,10.15,0.79,0.71,10.9,P0101
1799.0,67.8,23.0,92.0,32.84,0.36,-0.11,14.2,None
1818.6,64.7,41.7,93.7,32.28,1.27,0.28,24.0,None
2515.9,85.2,39.4,93.0,45.3,-1.33,-0.05,25.4,None
1653.8,47.4,70.9,94.4,25.45,-1.3,0.98,20.0,P0300
763.8,25.2,27.2,94.7,14.13,0.41,-0.4,19.5,None
3030.3,106.9,44.7,94.6,54.46,-0.63,-0.42,26.5,None
3016.8,107.9,39.4,92.1,54.08,1.91,0.25,23.5,None
2151.2,77.0,32.6,88.6,38.85,0.54,-0.7,22.4,None
3016.1,108.7,52.4,92.8,54.07,-0.34,0.84,30.2,None
2100.0,45.0,91.3,90.5,54.15,0.72,-0.13,21.9,P2463
2560.1,93.1,19.6,90.2,45.84,1.61,0.22,11.6,None
2425.9,82.4,52.3,91.0,43.84,1.14,0.36,26.6,None
1625.2,54.6,42.0,93.2,29.31,-0.43,-0.76,26.5,None
2372.6,84.2,31.9,94.1,9.68,-0.71,0.23,18.4,P0101
2684.4,95.3,52.3,113.0,48.75,-1.13,0.32,27.3,P0117
2269.5,78.1,50.6,90.0,40.9,0.83,0.07,29.8,None
1187.9,37.8,41.8,89.6,21.58,0.06,-0.44,22.5,None
1842.2,60.0,53.1,89.7,33.61,0.22,-0.86,27.7,None
1262.5,42.9,26.4,93.7,22.71,-0.7,-0.58,15.6,None
2583.2,89.3,54.3,95.2,46.53,-1.23,-0.39,27.4,None
1240.7,42.5,54.9,94.0,21.88,-1.68,0.41,30.3,None
2852.7,96.8,31.4,89.3,51.78,-0.26,-0.41,19.6,None
1184.2,39.2,42.5,89.0,21.54,21.19,19.23,24.8,P0171
1409.3,45.0,78.0,94.4,24.95,0.92,0.14,22.4,P2463
2333.4,77.6,19.7,92.6,42.3,0.57,0.38,13.5,None
2058.8,68.8,17.1,95.5,36.62,0.24,-0.84,14.8,None
3128.9,105.9,28.2,89.8,55.83,1.35,-0.51,17.5,None
1255.1,55.8,87.4,89.6,26.69,1.66,-0.95,27.2,P0300
2032.8,63.0,63.0,92.1,33.58,1.53,-0.79,21.3,P0300
1501.5,50.6,49.5,92.7,27.34,1.06,-0.78,26.2,None
926.4,33.3,18.0,93.1,16.2,0.62,-0.0,12.1,None
2340.0,85.5,18.0,90.6,41.65,0.84,0.64,10.9,None
1860.2,67.8,47.3,89.0,33.11,23.53,18.17,24.7,P0171
2922.0,104.9,29.7,88.2,52.94,-1.33,0.31,20.0,None
1513.6,51.4,30.2,89.2,27.25,1.0,-0.66,18.6,None
1028.8,38.1,41.5,94.9,18.41,-0.82,0.82,24.1,None
1926.0,66.9,45.3,88.6,34.23,1.18,0.73,26.5,None
1197.4,40.5,34.8,116.8,21.29,1.81,-0.07,22.1,P0117
2800.1,95.9,50.0,95.3,11.07,0.58,0.49,29.4,P0101
2969.1,102.4,45.9,93.5,53.4,-0.14,0.38,27.8,None
986.4,36.9,50.3,89.7,18.19,0.92,-0.89,30.8,None
805.9,25.0,32.7,90.0,14.33,1.75,0.1,21.8,None
1525.8,49.0,28.2,93.1,27.44,1.56,-0.11,15.4,None
1501.9,57.0,32.9,94.1,27.04,-1.55,0.75,22.8,None
1257.8,42.0,92.5,90.2,22.75,1.61,-0.63,24.4,P2463
949.4,38.0,17.8,89.9,17.21,-1.91,0.87,12.7,None
3112.8,109.3,22.1,114.9,55.75,-0.67,0.05,16.7,P0117
2434.6,80.8,36.9,90.5,44.19,-0.16,-0.37,20.9,None
2660.1,91.7,37.7,92.7,47.45,22.58,18.93,23.3,P0171
