CAR_MODEL,YEAR,ENGINE_RPM,VEHICLE_SPEED,ENGINE_LOAD,COOLANT_TEMP,MAF_GRAMS_SEC,SHORT_TERM_TRIM,LONG_TERM_TRIM,THROTTLE_POS,TROUBLE_CODES
Maruti Suzuki Baleno,2023,2000.0,40.0,84.9,89.9,50.81,-3.4,1.8,42.1,P2463
Toyota Innova Hycross,2016,1775.7,58.0,42.8,94.7,34.33,2.09,1.12,29.5,None
Maruti Suzuki Baleno,2021,2501.6,97.8,19.3,95.1,7.34,1.0,2.89,18.3,P0101
Tata Sierra,2019,2824.4,110.5,59.1,91.3,8.59,0.33,-2.45,40.9,P0101
Ford EcoSport,2020,2000.0,40.0,98.6,96.0,43.41,2.33,-0.92,22.1,P2463
Tata Sierra,2019,1282.0,50.7,13.5,88.1,25.09,24.28,15.95,12.5,P0171
Toyota Fortuner,2017,3014.0,111.6,39.2,97.0,56.53,2.33,-1.52,34.5,None
Maruti Suzuki Ertiga,2020,1350.1,49.0,55.6,96.2,25.25,1.34,2.38,41.5,None
Tata Punch,2018,887.6,32.4,33.9,88.6,17.34,-2.82,-1.79,30.3,None
Hyundai i20,2019,996.5,29.5,49.8,92.5,18.17,3.32,0.76,38.2,None
Jeep Compass,2023,2937.8,110.5,31.5,87.4,8.83,3.26,0.83,23.4,P0101
Mahindra Bolero,2021,1369.7,38.7,63.6,90.6,19.46,-1.81,-0.2,28.7,P0300
Kia Seltos,2022,1008.1,33.4,19.0,86.7,19.37,1.33,1.1,23.8,None
Mahindra Thar,2020,854.0,42.1,37.6,86.3,16.85,-3.14,-2.54,24.6,None
Hyundai Alcazar,2023,2000.0,40.0,84.6,87.9,57.35,-1.46,-0.55,18.4,P2463
Tata Punch,2016,995.6,42.0,22.8,85.2,18.49,0.97,2.7,19.6,None
Hyundai Tucson,2021,1598.0,55.4,23.8,88.2,4.98,1.5,-1.43,15.4,P0101
Mercedes-Benz GLC,2018,1695.6,55.7,47.6,91.7,32.24,-2.99,-2.36,34.9,None
Mahindra Marazzo,2015,706.3,28.3,49.1,86.8,12.84,-3.67,1.74,33.4,None
Maruti Suzuki Celerio,2023,707.3,17.5,28.9,96.5,13.37,26.6,24.51,17.8,P0171
Tata Sierra,2021,2293.9,95.6,32.8,86.3,43.34,1.92,2.68,21.8,None
Mahindra XUV300,2016,2139.1,90.4,34.4,87.3,6.32,2.74,2.44,20.9,P0101
Tata Tigor,2018,2136.2,84.1,26.5,93.7,40.37,22.5,19.75,23.7,P0171
Tata Safari,2015,1589.4,69.3,53.8,86.6,29.79,1.78,1.92,38.4,None
Maruti Suzuki Celerio,2023,1914.1,65.0,26.1,93.7,35.75,-2.2,2.39,25.2,None
Mahindra Bolero,2021,2544.7,96.9,42.3,93.6,48.01,1.8,2.37,26.1,None
Tata Altroz,2019,1953.2,40.0,99.2,85.4,36.4,1.45,2.62,29.7,P2463
Tata Sierra,2015,3188.3,125.1,57.2,85.7,60.3,27.31,24.11,42.2,P0171
Tata Harrier,2018,1433.5,50.8,56.7,96.2,27.24,23.31,21.26,31.4,P0171
Hyundai Creta,2022,2704.0,96.2,16.2,89.2,51.0,0.37,-1.19,10.7,None
Hyundai Venue,2016,3239.6,124.3,32.5,94.7,9.63,-3.79,-1.83,25.6,P0101
Tata Punch,2022,2078.0,77.1,39.0,88.7,39.14,-1.17,1.81,32.0,None
Kia Seltos,2016,3324.9,125.6,24.8,92.9,62.83,0.12,0.32,17.8,None
Hyundai Venue,2019,2096.1,70.8,52.3,93.4,39.97,1.71,1.73,39.8,None
Hyundai Alcazar,2018,2617.5,99.8,13.5,96.2,49.48,1.22,1.57,18.7,None
Mahindra Marazzo,2016,2077.5,70.3,47.8,86.2,39.68,18.11,24.23,30.2,P0171
Jeep Compass,2024,1251.3,37.6,45.7,94.3,23.02,-3.62,0.43,25.4,None
Honda City,2020,2942.1,106.4,18.9,97.3,56.15,-2.64,-0.27,20.4,None
Mercedes-Benz GLC,2023,2604.6,108.3,46.8,121.4,48.74,1.37,-2.3,33.5,P0117
Kia Carens,2017,2579.2,95.1,27.3,90.1,48.37,0.7,-2.06,21.6,None
Skoda Kushaq,2021,2543.4,91.1,50.2,90.8,48.86,-2.25,-0.17,35.0,None
Tata Sierra,2023,2000.0,40.0,85.1,96.6,51.88,-2.02,-0.64,21.6,P2463
Tata Altroz,2017,2936.9,102.0,29.4,88.5,55.1,2.77,2.53,18.0,None
Maruti Suzuki Swift,2019,1069.2,31.0,58.1,91.7,19.54,-0.11,2.65,42.9,None
Mercedes-Benz GLC,2022,798.4,31.3,16.2,97.5,15.72,1.31,0.33,15.6,None
Tata Tiago,2023,1555.9,66.7,35.6,91.1,29.67,0.2,0.51,28.4,None
Ford EcoSport,2022,1779.6,74.2,36.4,95.7,33.47,1.27,2.84,28.0,None
Hyundai Alcazar,2023,2467.6,87.6,26.1,132.9,46.26,-3.62,2.8,26.8,P0117
Honda Amaze,2018,3370.6,124.9,40.3,95.1,63.52,-3.28,0.07,30.9,None
Maruti Suzuki Ertiga,2016,2674.3,100.5,29.8,90.1,51.06,1.42,2.33,22.2,None
Tata Punch,2021,2833.0,109.0,21.4,85.3,53.95,-1.61,1.69,21.6,None
Volkswagen Virtus,2018,1411.9,57.4,42.9,89.3,26.57,3.36,-2.55,33.6,None
Toyota Urban Cruiser,2017,3426.4,133.1,54.2,85.1,65.2,-2.14,-0.67,41.6,None
Volkswagen Taigun,2017,2162.3,86.3,40.2,130.0,41.1,1.54,-2.11,34.8,P0117
Maruti Suzuki Baleno,2019,1977.0,66.5,31.1,97.8,6.05,3.93,1.72,27.1,P0101
Toyota Urban Cruiser,2021,3373.1,121.5,46.1,89.1,9.96,2.32,2.99,26.5,P0101
Mahindra Thar,2017,844.0,39.6,41.3,93.5,15.29,18.88,23.07,30.6,P0171
Maruti Suzuki Alto,2022,3401.2,122.7,40.1,97.1,10.34,-3.16,1.39,26.7,P0101
Toyota Fortuner,2016,1454.7,51.8,24.2,85.3,27.43,1.9,2.83,20.9,None
Tata Harrier,2018,2293.8,89.7,25.1,85.0,44.11,3.71,-2.82,15.5,None
Maruti Suzuki Swift,2015,2210.4,84.7,58.6,88.3,42.71,21.69,19.43,40.6,P0171
Toyota Glanza,2019,2405.0,82.8,89.7,89.6,37.26,-0.13,2.7,29.1,P0300
Tata Nexon,2017,758.1,24.0,10.2,92.0,14.87,-3.32,1.62,7.6,None
Maruti Suzuki Swift,2023,1553.4,40.0,89.0,89.3,29.5,-2.52,0.59,14.4,P2463
BMW X5,2016,2614.0,104.9,23.0,91.4,49.81,1.89,-2.42,19.5,None
Maruti Suzuki Swift,2015,1826.9,40.0,97.0,96.9,34.02,1.01,0.16,14.4,P2463
Kia Sonet,2020,1798.2,76.9,47.2,95.3,33.83,-3.43,2.72,35.9,None
MG Hector,2017,2140.4,88.8,13.9,96.6,40.85,0.44,0.55,13.2,None
Maruti Suzuki Baleno,2015,2778.2,99.3,28.0,93.2,53.41,-2.14,0.16,26.1,None
Kia Carens,2023,1303.8,40.0,80.8,92.7,24.45,3.69,1.34,16.2,P2463
Ford EcoSport,2022,1682.4,45.1,49.6,93.6,24.97,-0.3,1.35,18.2,P0300
Maruti Suzuki Alto,2015,941.3,32.1,29.7,93.2,18.68,-3.7,0.2,21.0,None
Skoda Slavia,2020,3220.9,129.3,46.1,90.4,61.94,27.01,18.02,26.3,P0171
Mahindra Scorpio-N,2024,1834.0,84.2,89.6,86.0,43.5,0.35,-1.13,20.7,P0300
Mahindra Scorpio-N,2017,804.4,34.9,59.4,94.6,2.3,3.56,0.41,43.9,P0101
Mercedes-Benz GLC,2021,3138.6,125.6,58.2,96.7,59.98,-3.61,2.35,34.9,None
Honda City,2016,2078.0,70.1,57.3,89.2,39.35,2.03,0.33,40.0,None
Honda Amaze,2016,2000.0,40.0,90.8,86.2,54.11,3.77,-0.8,35.2,P2463
Renault Kiger,2022,768.7,37.2,42.0,97.4,13.91,2.85,-2.11,31.6,None
Maruti Suzuki Vitara Brezza,2021,2609.5,103.1,46.9,89.1,49.18,3.91,0.8,29.5,None
Volkswagen Virtus,2019,2770.2,104.2,27.8,97.1,8.28,-3.24,-2.69,22.8,P0101
Nissan Magnite,2015,3339.2,118.1,28.0,90.4,63.37,0.46,-0.12,24.8,None
Maruti Suzuki WagonR,2024,2696.8,93.0,54.6,95.8,51.34,3.72,1.08,34.3,None
BMW X5,2017,1774.9,61.6,26.1,86.6,33.12,1.32,-2.01,26.3,None
Tata Punch,2023,2082.4,85.9,41.8,91.0,40.28,-1.97,0.34,30.9,None
Volkswagen Virtus,2016,755.9,20.4,38.2,131.2,13.95,0.11,2.15,32.2,P0117
Skoda Slavia,2021,1932.9,78.1,58.5,96.6,37.31,-0.38,-2.26,41.3,None
Hyundai Creta,2022,1095.2,50.9,41.0,89.0,21.24,0.59,0.18,31.9,None
Maruti Suzuki Alto,2023,1085.2,35.6,30.9,97.9,20.6,0.12,-2.13,22.3,None
Hyundai Creta,2019,3315.0,126.0,30.7,94.2,63.5,0.68,-2.03,18.8,None
Tata Tiago,2018,1759.8,59.8,46.4,97.8,5.15,0.79,-0.45,33.9,P0101
Renault Kwid,2021,3124.8,122.0,19.4,86.7,59.84,2.01,2.01,23.9,None
Kia Seltos,2024,3292.7,116.1,14.4,94.3,62.17,23.55,15.59,14.7,P0171
BMW X5,2018,2365.2,83.7,51.3,88.3,44.73,-3.97,2.67,28.5,None
Honda City,2024,772.0,50.7,73.8,95.1,21.59,-1.2,-1.09,22.7,P0300
MG Astor,2015,1908.7,81.6,47.2,89.9,35.84,-3.94,-0.01,29.5,None
Maruti Suzuki Alto,2018,2430.9,96.0,54.8,89.3,46.65,-3.89,-2.44,32.1,None
Tata Tiago,2017,2000.0,40.0,95.3,91.2,40.44,1.83,-0.44,20.7,P2463
Mahindra Thar,2021,2169.0,88.3,43.2,96.3,40.99,1.12,-1.4,24.2,None
Maruti Suzuki Ertiga,2022,2485.1,103.7,39.2,93.4,46.43,2.34,-0.03,24.9,None
Maruti Suzuki WagonR,2022,2286.4,88.4,31.8,88.4,42.73,-2.6,2.82,21.0,None
Honda Amaze,2024,2976.1,122.3,56.5,126.1,56.73,-3.24,0.68,32.5,P0117
Volkswagen Taigun,2018,1308.8,52.9,20.2,121.3,25.26,-2.31,-2.32,19.6,P0117
Hyundai Verna,2023,1792.7,65.1,34.2,86.2,34.06,0.34,-2.23,31.6,None
Maruti Suzuki WagonR,2016,2837.4,107.0,47.3,86.3,54.42,3.35,-0.05,28.5,None
Volkswagen Virtus,2024,3087.3,108.3,16.6,87.7,58.51,0.82,-1.29,12.7,None
Maruti Suzuki Vitara Brezza,2021,1986.0,69.6,42.6,87.8,38.05,-2.99,0.77,32.9,None
MG Hector,2015,936.7,37.6,17.1,85.9,18.26,-1.82,1.01,20.3,None
MG Astor,2018,3180.4,127.7,11.9,119.1,60.22,2.45,-2.52,17.2,P0117
Hyundai Venue,2019,2939.6,112.9,19.0,90.1,56.54,1.83,-0.89,18.0,None
Mahindra Scorpio-N,2019,1483.9,50.0,39.8,89.6,27.87,2.73,0.52,23.6,None
Ford Endeavour,2024,1305.9,44.6,50.2,88.5,24.34,0.57,-1.37,32.6,None
Tata Tiago,2021,1616.8,53.6,20.2,87.6,31.24,1.11,2.18,21.0,None
Hyundai i20,2019,3278.7,117.2,41.5,92.8,62.04,3.29,0.23,27.8,None
Mahindra XUV300,2022,783.9,31.2,17.7,94.6,15.04,0.53,-1.48,16.4,None
Volkswagen Taigun,2018,1954.1,79.7,21.5,117.8,37.43,-2.09,-0.07,13.2,P0117
Renault Kiger,2019,1183.1,37.0,59.0,88.9,22.09,27.45,22.11,39.0,P0171
Kia Seltos,2017,3326.3,136.3,16.1,86.6,63.55,-0.23,1.54,19.5,None
Mercedes-Benz GLC,2021,2822.3,108.7,28.2,93.7,54.29,0.32,1.24,28.2,None
Mercedes-Benz GLC,2016,1394.5,40.0,94.0,86.9,26.86,2.63,2.72,24.1,P2463
Tata Nexon,2024,3198.1,114.2,20.5,93.9,60.52,-2.52,-2.38,20.5,None
Tata Altroz,2017,2482.8,115.8,102.6,90.3,54.22,3.71,-1.98,31.8,P0300
Skoda Kushaq,2015,2148.9,81.6,22.8,94.6,40.22,0.84,-0.32,14.7,None
Audi Q5,2017,3076.8,120.5,55.1,90.2,58.4,-2.97,0.49,31.6,None
Maruti Suzuki Dzire,2024,2024.3,79.0,10.1,89.6,38.18,-0.57,0.39,15.4,None
Maruti Suzuki Celerio,2017,846.2,29.0,31.2,95.2,16.58,1.12,1.34,28.0,None
Mahindra Scorpio-N,2022,3026.0,124.6,21.6,92.6,58.23,-1.94,2.97,17.6,None
Toyota Innova Hycross,2020,2283.4,88.8,34.0,122.7,43.76,3.21,-1.11,24.7,P0117
Toyota Glanza,2019,1508.3,53.3,18.6,117.8,28.06,2.6,1.7,18.0,P0117
Hyundai Alcazar,2023,729.9,32.8,53.3,95.8,13.78,3.98,-2.48,37.4,None
Hyundai Alcazar,2016,2829.9,113.0,17.5,93.6,53.9,-2.28,-1.21,14.6,None
Tata Altroz,2018,1044.6,49.3,50.2,95.5,20.23,0.11,1.32,38.4,None
Maruti Suzuki Swift,2019,3381.0,122.4,34.3,139.9,64.04,-2.35,0.78,20.0,P0117
MG Hector,2023,711.6,27.5,10.5,123.9,13.58,0.79,1.45,11.7,P0117
Toyota Innova Hycross,2015,2522.2,92.4,44.1,88.6,48.52,27.36,24.65,32.2,P0171
Maruti Suzuki Baleno,2021,719.5,20.0,38.0,91.2,13.88,-3.98,-1.25,23.6,None
Tata Tiago,2021,1388.3,50.0,31.5,95.2,26.13,3.58,-1.56,24.1,None
Tata Altroz,2022,1617.6,61.7,50.5,88.6,30.32,1.31,-0.41,39.9,None
Hyundai Tucson,2016,3273.1,122.0,45.6,86.0,62.03,2.2,0.24,32.8,None
Toyota Urban Cruiser,2020,2203.1,90.7,43.7,88.7,41.99,-3.2,2.44,25.9,None
Maruti Suzuki Swift,2015,1127.4,25.0,89.0,95.5,16.14,-2.68,1.45,41.9,P0300
Mahindra Marazzo,2016,2000.0,40.0,93.6,91.0,54.51,3.06,-1.51,36.0,P2463
Renault Kiger,2020,2399.0,87.6,29.6,90.5,45.5,2.64,-0.97,20.3,None
Toyota Glanza,2019,2292.7,94.6,19.6,91.8,43.52,29.24,22.62,17.1,P0171
Renault Kwid,2018,1158.8,46.7,48.4,91.5,3.28,3.47,2.0,29.4,P0101
Ford Endeavour,2020,1326.4,49.9,19.6,89.8,25.99,2.66,-0.04,22.1,None
BMW X5,2016,244.6,32.7,77.0,89.3,13.0,2.98,-1.45,22.6,P0300
Tata Safari,2017,2289.9,103.0,101.0,85.9,51.33,-0.11,-0.36,31.4,P0300
Hyundai i20,2022,3065.3,125.3,42.3,85.9,58.07,0.57,-0.02,24.2,None
Kia Carens,2023,2133.1,89.1,21.6,131.2,40.04,2.19,2.6,21.1,P0117
Mahindra XUV300,2018,814.8,24.2,13.5,91.3,15.78,-1.93,1.59,19.4,None
Hyundai Venue,2023,2296.6,94.7,16.1,94.9,44.01,-2.88,-2.83,17.2,None
Toyota Glanza,2023,1718.9,75.0,34.6,94.1,31.95,0.41,0.32,28.6,None
Audi Q5,2024,2000.0,40.0,90.9,91.9,60.43,1.5,0.16,31.9,P2463
Hyundai Verna,2018,2294.9,89.0,11.3,93.1,43.81,1.28,-1.97,14.2,None
Skoda Slavia,2017,2593.0,89.6,42.1,86.6,49.06,-0.2,-0.38,23.3,None
Kia Seltos,2024,1007.3,33.5,36.1,92.9,19.82,-1.33,2.21,27.8,None
Hyundai i20,2019,3247.6,128.9,36.8,86.9,62.42,-3.28,2.94,32.4,None
Volkswagen Taigun,2015,820.2,24.0,48.4,135.2,15.0,1.13,-1.06,32.7,P0117
Tata Tigor,2019,817.2,39.3,14.3,86.2,15.54,27.83,15.84,21.1,P0171
Renault Kiger,2021,1603.1,64.3,47.1,93.9,30.49,28.89,15.98,38.4,P0171
Toyota Glanza,2015,2687.1,105.0,46.5,92.8,51.26,-2.0,0.51,26.3,None
Mahindra XUV700,2017,3042.1,109.6,50.0,95.8,57.8,-1.36,-0.48,37.4,None
Maruti Suzuki Swift,2018,1673.0,53.9,33.6,89.3,32.23,-2.99,2.99,26.4,None
Maruti Suzuki Celerio,2016,2478.9,100.3,10.4,94.7,46.7,1.54,-0.76,17.0,None
Tata Nexon,2016,2973.0,106.7,47.2,86.1,56.9,-2.29,1.33,28.6,None
Audi Q5,2018,1234.0,51.4,17.3,126.0,24.0,-2.71,0.13,14.7,P0117
MG Astor,2024,1051.9,44.3,13.4,89.1,19.8,-2.76,-0.81,19.9,None
Hyundai Alcazar,2019,2734.9,104.8,32.9,97.7,51.68,2.48,-0.46,29.7,None
Tata Altroz,2020,2863.5,107.7,15.3,86.1,55.13,3.56,0.26,17.5,None
Renault Kwid,2024,2698.1,102.8,19.0,95.7,50.47,-0.14,-1.61,16.1,None
Tata Tiago,2017,833.9,37.0,58.5,94.1,16.28,2.08,-2.95,36.3,None
Mahindra XUV700,2022,1820.4,65.9,15.5,121.1,33.81,0.97,0.43,14.6,P0117
Jeep Compass,2019,1917.8,82.7,36.8,88.4,36.77,-0.44,-1.22,29.5,None
Maruti Suzuki Baleno,2017,1101.0,48.6,24.3,86.2,21.05,3.28,1.25,20.7,None
Hyundai Verna,2021,2000.0,40.0,97.9,87.0,62.69,-3.04,2.91,17.6,P2463
Tata Altroz,2019,1602.8,68.5,23.8,87.6,29.97,-2.58,-0.61,25.7,None
Hyundai Creta,2016,2248.4,88.7,37.7,93.6,42.46,-3.39,2.39,26.9,None
Mahindra Marazzo,2015,2000.0,40.0,81.8,97.0,42.22,-2.98,0.03,41.3,P2463
Mahindra Bolero,2015,1173.8,40.0,92.4,92.8,22.18,3.95,0.39,24.9,P2463
Mahindra Thar,2019,1962.1,65.3,16.6,89.9,37.75,3.92,-0.1,13.1,None
Hyundai i20,2018,758.6,49.2,85.1,97.8,22.0,1.41,-2.2,40.9,P0300
Hyundai Creta,2017,843.9,40.7,28.1,94.0,16.39,21.78,21.5,22.2,P0171
Hyundai Verna,2019,3355.3,126.5,32.7,95.1,63.25,0.6,1.08,21.6,None
Hyundai Creta,2020,2001.1,67.5,13.3,91.0,37.73,1.94,0.18,9.6,None
Tata Altroz,2020,1472.2,61.5,49.9,94.2,27.26,-2.57,-0.86,37.8,None
Renault Kiger,2023,1907.3,70.4,35.5,86.3,35.76,2.6,1.28,27.3,None
Mercedes-Benz GLC,2021,2088.5,82.3,25.6,97.9,39.08,-3.16,-2.36,22.7,None
Tata Altroz,2019,2346.9,109.1,75.0,93.6,53.04,-0.91,0.01,22.1,P0300
MG Astor,2015,2000.0,40.0,80.7,87.4,56.39,-1.57,2.74,24.5,P2463
Toyota Urban Cruiser,2021,782.3,28.6,55.7,94.1,2.54,-3.26,-2.54,42.1,P0101
Mahindra Bolero,2018,2000.0,40.0,80.4,88.1,63.56,-3.82,0.87,18.0,P2463
Honda Amaze,2018,1731.7,75.0,51.8,97.4,32.76,-3.48,-0.41,39.5,None
Mahindra Scorpio-N,2022,2552.6,92.6,13.1,93.1,48.78,-0.54,-2.69,14.1,None
Nissan Magnite,2020,1193.0,36.8,48.8,86.8,22.2,2.88,2.11,30.2,None
Mahindra XUV700,2020,3805.8,131.3,87.0,89.5,63.25,-0.81,-2.21,37.8,P0300
Tata Punch,2020,2686.0,108.6,40.4,85.4,50.87,-0.93,-0.39,32.1,None
Maruti Suzuki Swift,2015,2773.2,115.2,53.3,117.6,53.42,-2.78,2.29,36.8,P0117
Maruti Suzuki Baleno,2017,3111.7,108.6,22.8,87.4,58.67,-3.84,2.31,19.1,None
Toyota Innova Hycross,2015,2348.5,80.1,54.3,86.4,44.03,1.57,0.67,35.0,None
MG Astor,2015,1215.0,46.1,23.1,96.2,23.29,24.67,19.24,19.7,P0171
Renault Kwid,2016,1780.7,61.5,51.1,85.1,33.26,0.69,-0.88,35.2,None
Hyundai Creta,2023,1488.7,53.2,79.1,86.8,24.14,-1.64,2.33,18.9,P0300
Mahindra XUV300,2019,3184.3,115.7,106.9,85.5,63.2,-0.0,0.01,30.2,P0300
Renault Kwid,2019,1312.8,55.0,30.0,88.9,25.23,3.95,1.34,29.7,None
Mercedes-Benz GLC,2022,2179.2,80.9,19.1,94.3,41.53,-0.48,1.12,17.6,None
MG Astor,2022,956.0,31.1,66.4,87.8,15.72,-1.07,1.32,25.6,P0300
Honda Amaze,2015,3119.1,115.6,104.2,85.8,55.03,-2.17,0.91,28.8,P0300
Tata Harrier,2015,2864.9,100.2,20.6,90.7,55.1,29.66,15.71,19.9,P0171
Tata Altroz,2020,1515.6,64.8,45.6,93.3,4.5,-3.56,0.16,32.7,P0101
Hyundai Venue,2016,1462.0,57.7,32.5,94.3,27.33,1.31,-1.76,18.3,None
Hyundai Tucson,2019,1113.1,45.9,20.3,89.9,21.04,-2.13,2.09,24.8,None
Tata Altroz,2022,2580.1,105.7,37.3,97.4,49.74,-3.83,-2.22,29.5,None
Mahindra XUV700,2017,1359.1,60.6,25.4,87.6,26.42,2.85,2.93,26.4,None
Hyundai Verna,2017,2701.6,98.7,21.0,92.8,51.68,2.95,-0.43,17.9,None
Mahindra Marazzo,2022,2079.8,84.7,22.6,92.3,38.8,28.35,21.96,25.1,P0171
Maruti Suzuki Baleno,2019,1027.3,53.0,93.0,87.4,28.31,1.13,-1.48,31.9,P0300
Mahindra Scorpio-N,2015,2565.1,103.9,30.0,94.3,47.94,3.87,1.22,17.8,None
Skoda Slavia,2023,1507.6,57.2,32.4,85.7,29.2,-1.0,-1.94,18.6,None
Maruti Suzuki Ertiga,2021,831.7,28.7,34.6,88.3,16.14,-2.82,-2.04,27.0,None
Toyota Fortuner,2019,2976.0,119.8,41.3,88.1,56.37,3.61,-0.76,25.2,None
Mahindra XUV300,2020,2248.7,94.7,21.8,86.6,43.02,-0.4,-1.33,14.3,None
Honda City,2018,1151.8,31.7,80.5,88.4,12.88,1.11,-1.55,26.3,P0300
Maruti Suzuki WagonR,2016,2588.3,107.2,34.5,92.1,48.4,-2.39,1.02,27.6,None
Toyota Fortuner,2021,1019.9,40.0,80.2,85.3,19.66,-1.0,1.73,13.1,P2463
Kia Seltos,2020,918.6,25.8,42.8,92.8,17.8,2.93,-1.86,31.3,None
Toyota Innova Hycross,2019,2170.3,86.1,31.4,90.9,6.49,-0.2,-0.84,29.6,P0101
Volkswagen Virtus,2016,3348.3,120.2,36.4,132.2,63.37,2.27,2.27,25.0,P0117
Maruti Suzuki Dzire,2016,2765.6,106.2,31.2,89.2,52.03,0.92,-2.45,25.5,None
Maruti Suzuki Vitara Brezza,2022,2354.6,92.6,22.2,94.8,45.53,1.2,2.89,19.6,None
Hyundai Venue,2019,2087.0,101.6,78.9,87.6,46.87,2.78,-2.01,24.9,P0300
Mahindra XUV700,2024,2713.3,94.0,37.9,94.3,51.71,-0.87,-0.15,27.3,None
Tata Tiago,2015,3317.8,125.4,38.9,95.2,62.3,2.38,-2.08,25.7,None
Tata Tigor,2023,1837.7,77.0,14.2,85.4,34.54,-1.32,-1.76,13.7,None
Jeep Compass,2017,1669.4,61.9,13.9,87.7,32.13,-0.12,-1.6,10.6,None
Maruti Suzuki Alto,2018,2425.9,94.2,16.9,92.5,45.93,3.5,-2.05,23.0,None
Tata Tigor,2017,1625.2,65.8,16.9,93.8,30.65,-1.51,-1.3,19.7,None
Honda Amaze,2024,1557.1,56.7,67.9,85.6,25.26,3.77,-2.66,12.1,P0300
Tata Nexon,2023,3393.7,125.7,10.4,90.0,64.36,-1.1,-0.91,19.0,None
BMW X5,2018,2017.6,71.3,23.3,96.5,38.1,2.43,2.59,20.4,None
Tata Tigor,2016,930.9,36.0,37.5,89.6,17.12,3.99,-1.19,31.4,None
Skoda Slavia,2016,1221.5,47.4,54.2,94.4,23.68,-2.75,-1.43,31.5,None
Maruti Suzuki Alto,2016,2358.9,86.2,48.4,94.6,45.27,1.49,1.54,29.8,None
Kia Seltos,2017,747.6,25.2,14.5,87.2,13.7,-3.07,-0.45,21.0,None
Toyota Innova Hycross,2017,1155.6,53.8,55.6,88.7,21.97,1.64,-1.06,31.7,None
Hyundai Alcazar,2021,1947.6,40.0,87.9,86.0,37.55,-1.92,0.59,19.4,P2463
Maruti Suzuki Alto,2020,2333.2,85.5,47.1,86.2,6.99,-0.42,-0.03,29.8,P0101
Nissan Magnite,2019,1001.9,30.5,44.9,131.0,19.82,-3.5,-1.8,35.7,P0117
Maruti Suzuki Ertiga,2018,1423.6,40.0,90.6,85.8,27.83,1.46,-0.56,30.7,P2463
Jeep Compass,2019,3473.5,130.1,49.5,95.7,66.0,-3.93,-1.95,39.4,None
Maruti Suzuki Vitara Brezza,2020,1476.6,51.3,37.0,95.2,28.6,-2.27,-0.8,21.2,None
Tata Safari,2016,773.4,32.3,41.6,94.6,14.0,0.15,2.07,26.6,None
Kia Seltos,2019,1530.6,66.9,38.6,86.0,29.1,-1.54,0.18,30.9,None
Maruti Suzuki Dzire,2016,3180.6,129.1,32.3,87.7,60.02,3.04,2.97,30.6,None
Hyundai Verna,2018,3240.3,119.7,24.2,96.1,61.98,0.05,1.33,27.1,None
Honda City,2016,1951.0,67.7,13.1,128.1,37.05,-0.35,1.88,9.1,P0117
Hyundai Verna,2015,2469.1,97.0,32.1,96.5,47.69,-3.48,-1.56,29.0,None
Maruti Suzuki Alto,2016,2826.8,105.5,17.8,95.9,52.96,3.15,-0.91,12.7,None
Tata Harrier,2021,1122.4,35.9,48.3,86.5,20.86,1.34,-0.45,38.1,None
Hyundai Alcazar,2018,1903.6,67.5,17.0,85.1,5.88,3.35,0.9,19.8,P0101
Kia Carens,2016,2464.7,100.9,14.8,88.0,46.13,-3.2,-2.06,16.8,None
Tata Tiago,2022,2535.9,90.8,10.2,89.5,47.54,-1.64,-0.29,16.1,None
Skoda Kushaq,2017,1894.4,77.0,16.4,93.8,5.57,-1.71,-1.88,12.1,P0101
Maruti Suzuki Dzire,2019,1312.3,56.1,43.0,93.3,3.79,-0.97,-0.01,28.9,P0101
Mahindra Marazzo,2017,3345.4,114.3,102.2,92.8,61.49,-2.46,-0.41,38.2,P0300
Tata Punch,2023,1823.6,77.1,32.7,90.4,5.34,-1.06,1.33,27.6,P0101
Kia Sonet,2023,2829.1,112.2,50.1,85.4,53.86,0.32,1.57,27.8,None
Ford Endeavour,2018,2305.2,83.1,26.3,90.3,43.68,0.56,1.36,25.7,None
BMW X5,2022,1461.9,40.0,96.0,91.9,27.26,-0.16,-2.07,23.2,P2463
Toyota Urban Cruiser,2024,2648.7,97.8,34.0,91.3,50.64,3.07,1.3,31.3,None
Mahindra Marazzo,2019,1344.4,57.0,11.2,93.8,25.44,-0.52,-1.85,8.8,None
Toyota Glanza,2016,1496.2,59.9,24.9,93.9,27.88,2.84,2.32,23.1,None
Toyota Fortuner,2020,2480.2,92.6,51.2,87.6,46.39,0.25,-1.43,30.0,None
Maruti Suzuki WagonR,2021,955.3,35.0,16.2,126.2,17.42,-2.71,2.19,22.4,P0117
Hyundai Venue,2021,1685.0,68.1,12.7,97.4,32.13,-0.44,-2.91,19.7,None
Maruti Suzuki Alto,2024,1497.9,58.9,10.6,90.5,28.63,0.91,-2.69,8.1,None
Toyota Fortuner,2018,2799.7,101.8,41.3,89.3,8.33,-0.8,-1.74,31.6,P0101
Mahindra Scorpio-N,2016,2448.7,95.7,52.2,91.1,46.18,-3.12,-2.61,32.3,None
Nissan Magnite,2020,2000.0,40.0,95.9,96.7,45.91,0.5,-0.13,19.9,P2463
Hyundai Tucson,2019,2773.5,112.1,58.0,86.4,52.35,1.29,-0.36,35.1,None
Kia Sonet,2022,2896.4,112.1,40.8,94.1,54.46,1.02,1.05,32.6,None
