"DTC_Code,Customer_Complaint,Sensor_Snapshot,Ground_Truth_Cause,Repair_Complexity,Estimated_Hours"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 677 (fluctuating), Fuel Trim: 10%, Misfire Count: 20"",Faulty Ignition Coil or Spark Plugs,Intermediate,0.7"
"P0117,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.74V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Advanced,2.335750113411022"
"P0420,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Downstream O2 Sensor: 0.74V (mimicking upstream), Cat Temp: 450C"",Vacuum Leak or Dirty MAF Sensor,Beginner,3.058127905115304"
"P0420,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Downstream O2 Sensor: 0.63V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Advanced,2.968828630151803"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""RPM: 753 (fluctuating), Fuel Trim: 20%, Misfire Count: 30"",Vacuum Leak or Dirty MAF Sensor,Beginner,3.403630497198452"
"P0420,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""MAF Flow: 2.42 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Beginner,1.219572349665401"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""MAF Flow: 1.8 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Coolant Temperature Sensor Circuit Low,Advanced,3.71527607867651"
"P0420,Engine shakes violently at idle and loses power during acceleration.,""RPM: 840 (fluctuating), Fuel Trim: 12%, Misfire Count: 46"",Vacuum Leak or Dirty MAF Sensor,Advanced,1.5362920565591658"
"P0420,Whistling sound from engine bay; poor fuel economy.,""Downstream O2 Sensor: 0.67V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Intermediate,0.5804307108934643"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""MAF Flow: 2.42 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Faulty Ignition Coil or Spark Plugs,Intermediate,2.0423289886848983"
"P0420,Whistling sound from engine bay; poor fuel economy.,""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Faulty Ignition Coil or Spark Plugs,Beginner,3.270308068586672"
"P0117,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""RPM: 692 (fluctuating), Fuel Trim: 17%, Misfire Count: 40"",Catalytic Converter Efficiency Below Threshold,Beginner,1.0364379642669137"
"P0171,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.63V (mimicking upstream), Cat Temp: 450C"",Coolant Temperature Sensor Circuit Low,Beginner,3.091662922003593"
"P0117,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.69V (mimicking upstream), Cat Temp: 450C"",Vacuum Leak or Dirty MAF Sensor,Advanced,3.2873839858514424"
"P0171,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.71V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Advanced,3.3639942059962786"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""Downstream O2 Sensor: 0.69V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Advanced,1.255817759878241"
"P0420,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""MAF Flow: 2.42 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Catalytic Converter Efficiency Below Threshold,Intermediate,1.5949321509558758"
"P0171,Whistling sound from engine bay; poor fuel economy.,""RPM: 802 (fluctuating), Fuel Trim: 11%, Misfire Count: 47"",Coolant Temperature Sensor Circuit Low,Intermediate,1.1716536411011909"
"P0117,Whistling sound from engine bay; poor fuel economy.,""Downstream O2 Sensor: 0.75V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Beginner,0.96171974804829"
"P0420,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Downstream O2 Sensor: 0.63V (mimicking upstream), Cat Temp: 450C"",Coolant Temperature Sensor Circuit Low,Beginner,0.983909451856495"
"P0300,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.73V (mimicking upstream), Cat Temp: 450C"",Coolant Temperature Sensor Circuit Low,Intermediate,1.8732339617724967"
"P0171,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""RPM: 836 (fluctuating), Fuel Trim: 12%, Misfire Count: 26"",Catalytic Converter Efficiency Below Threshold,Advanced,3.9"
"P0117,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.79V (mimicking upstream), Cat Temp: 450C"",Vacuum Leak or Dirty MAF Sensor,Beginner,2.0426023450596498"
"P0171,Engine shakes violently at idle and loses power during acceleration.,""Downstream O2 Sensor: 0.67V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Intermediate,3.6466095127763563"
"P0117,Engine shakes violently at idle and loses power during acceleration.,""MAF Flow: 2.35 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Faulty Ignition Coil or Spark Plugs,Intermediate,3.1396839094861706"
"P0171,Whistling sound from engine bay; poor fuel economy.,""RPM: 680 (fluctuating), Fuel Trim: 17%, Misfire Count: 5"",Catalytic Converter Efficiency Below Threshold,Beginner,1.4182064417326359"
"P0420,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""MAF Flow: 1.55 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Faulty Ignition Coil or Spark Plugs,Beginner,1.6382991727590106"
"P0420,Engine shakes violently at idle and loses power during acceleration.,""Downstream O2 Sensor: 0.73V (mimicking upstream), Cat Temp: 450C"",Coolant Temperature Sensor Circuit Low,Intermediate,1.0723105969514628"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""Downstream O2 Sensor: 0.63V (mimicking upstream), Cat Temp: 450C"",Coolant Temperature Sensor Circuit Low,Advanced,3.5312273307370434"
"P0171,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""RPM: 600 (fluctuating), Fuel Trim: 15%, Misfire Count: 22"",Coolant Temperature Sensor Circuit Low,Intermediate,3.1268316388930937"
"P0171,Whistling sound from engine bay; poor fuel economy.,""RPM: 704 (fluctuating), Fuel Trim: 12%, Misfire Count: 35"",Catalytic Converter Efficiency Below Threshold,Intermediate,2.269901010113298"
"P0171,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.78V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Advanced,1.129646178771235"
"P0300,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 2.35 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Advanced,1.4977576090693223"
"P0420,Engine shakes violently at idle and loses power during acceleration.,""Downstream O2 Sensor: 0.61V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Advanced,2.3863018689360915"
"P0420,Whistling sound from engine bay; poor fuel economy.,""RPM: 836 (fluctuating), Fuel Trim: 12%, Misfire Count: 26"",Coolant Temperature Sensor Circuit Low,Advanced,2.142056598708358"
"P0117,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""RPM: 836 (fluctuating), Fuel Trim: 12%, Misfire Count: 26"",Catalytic Converter Efficiency Below Threshold,Intermediate,1.1859657312677176"
"P0117,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""RPM: 792 (fluctuating), Fuel Trim: 17%, Misfire Count: 32"",Vacuum Leak or Dirty MAF Sensor,Advanced,2.092537181219415"
"P0300,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Downstream O2 Sensor: 0.69V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Beginner,2.3932090691259194"
"P0117,Whistling sound from engine bay; poor fuel economy.,""Downstream O2 Sensor: 0.68V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Beginner,1.2914052025573128"
"P0300,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.74V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Intermediate,1.9448963052291426"
"P0171,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""MAF Flow: 2.18 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Coolant Temperature Sensor Circuit Low,Advanced,3.5804837146786"
"P0300,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 1.64 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Faulty Ignition Coil or Spark Plugs,Advanced,3.597614902605124"
"P0117,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""MAF Flow: 1.67 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Advanced,1.2317645503073138"
"P0420,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Downstream O2 Sensor: 0.74V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Beginner,1.8819647612188912"
"P0300,Whistling sound from engine bay; poor fuel economy.,""Downstream O2 Sensor: 0.69V (mimicking upstream), Cat Temp: 450C"",Vacuum Leak or Dirty MAF Sensor,Advanced,3.9"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""RPM: 743 (fluctuating), Fuel Trim: 19%, Misfire Count: 48"",Catalytic Converter Efficiency Below Threshold,Advanced,1.1414565570170783"
"P0117,Engine shakes violently at idle and loses power during acceleration.,""MAF Flow: 2.42 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Faulty Ignition Coil or Spark Plugs,Beginner,3.7514313345630286"
"P0420,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""MAF Flow: 2.16 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Catalytic Converter Efficiency Below Threshold,Advanced,1.3442380508227352"
"P0300,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.75V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Beginner,1.8584532071707007"
"P0420,Whistling sound from engine bay; poor fuel economy.,""Downstream O2 Sensor: 0.69V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Beginner,3.839272546769064"
"P0420,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Downstream O2 Sensor: 0.74V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Advanced,1.609759768569774"
"P0300,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Catalytic Converter Efficiency Below Threshold,Intermediate,3.9"
"P0300,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.78V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Beginner,3.9"
"P0420,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Coolant Temperature Sensor Circuit Low,Beginner,3.9"
"P0420,Engine shakes violently at idle and loses power during acceleration.,""RPM: 600 (fluctuating), Fuel Trim: 15%, Misfire Count: 22"",Faulty Ignition Coil or Spark Plugs,Beginner,3.568244040785414"
"P0300,Whistling sound from engine bay; poor fuel economy.,""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Catalytic Converter Efficiency Below Threshold,Advanced,3.1308960291648096"
"P0171,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Downstream O2 Sensor: 0.64V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Beginner,1.1606666752585308"
"P0420,Engine shakes violently at idle and loses power during acceleration.,""RPM: 657 (fluctuating), Fuel Trim: 15%, Misfire Count: 48"",Vacuum Leak or Dirty MAF Sensor,Beginner,2.198896111515355"
"P0300,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""MAF Flow: 2.3 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Coolant Temperature Sensor Circuit Low,Beginner,3.5621939488827685"
"P0171,Engine shakes violently at idle and loses power during acceleration.,""RPM: 680 (fluctuating), Fuel Trim: 17%, Misfire Count: 5"",Faulty Ignition Coil or Spark Plugs,Intermediate,2.9524478353016166"
"P0420,Whistling sound from engine bay; poor fuel economy.,""RPM: 604 (fluctuating), Fuel Trim: 11%, Misfire Count: 18"",Vacuum Leak or Dirty MAF Sensor,Advanced,0.5373528838777768"
"P0300,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""MAF Flow: 2.45 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Faulty Ignition Coil or Spark Plugs,Beginner,3.211886095160884"
"P0117,Whistling sound from engine bay; poor fuel economy.,""Downstream O2 Sensor: 0.73V (mimicking upstream), Cat Temp: 450C"",Coolant Temperature Sensor Circuit Low,Intermediate,2.0286447765574285"
"P0171,Whistling sound from engine bay; poor fuel economy.,""RPM: 836 (fluctuating), Fuel Trim: 12%, Misfire Count: 26"",Faulty Ignition Coil or Spark Plugs,Advanced,0.7790202017522079"
"P0420,Engine shakes violently at idle and loses power during acceleration.,""MAF Flow: 2.18 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Coolant Temperature Sensor Circuit Low,Advanced,1.7192016917821538"
"P0117,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Downstream O2 Sensor: 0.64V (mimicking upstream), Cat Temp: 450C"",Coolant Temperature Sensor Circuit Low,Beginner,0.5"
"P0420,Engine shakes violently at idle and loses power during acceleration.,""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Catalytic Converter Efficiency Below Threshold,Advanced,2.0085787280743506"
"P0171,Whistling sound from engine bay; poor fuel economy.,""RPM: 602 (fluctuating), Fuel Trim: 12%, Misfire Count: 48"",Faulty Ignition Coil or Spark Plugs,Beginner,3.9"
"P0420,Whistling sound from engine bay; poor fuel economy.,""Downstream O2 Sensor: 0.74V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Beginner,3.594514172404076"
"P0117,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""RPM: 691 (fluctuating), Fuel Trim: 10%, Misfire Count: 26"",Catalytic Converter Efficiency Below Threshold,Intermediate,0.5"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""Downstream O2 Sensor: 0.79V (mimicking upstream), Cat Temp: 450C"",Vacuum Leak or Dirty MAF Sensor,Advanced,2.7906195058170735"
"P0171,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""RPM: 836 (fluctuating), Fuel Trim: 12%, Misfire Count: 26"",Vacuum Leak or Dirty MAF Sensor,Advanced,3.7031211151614842"
"P0171,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.79V (mimicking upstream), Cat Temp: 450C"",Coolant Temperature Sensor Circuit Low,Advanced,1.1522830158889583"
"P0420,Engine shakes violently at idle and loses power during acceleration.,""MAF Flow: 2.42 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Advanced,3.1605949297747666"
"P0117,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 2.04 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Catalytic Converter Efficiency Below Threshold,Advanced,1.4153764771750992"
"P0171,Engine shakes violently at idle and loses power during acceleration.,""RPM: 669 (fluctuating), Fuel Trim: 13%, Misfire Count: 42"",Vacuum Leak or Dirty MAF Sensor,Intermediate,3.9"
"P0300,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""MAF Flow: 2.03 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Coolant Temperature Sensor Circuit Low,Intermediate,3.6771635922320787"
"P0117,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 2.1 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Coolant Temperature Sensor Circuit Low,Beginner,0.7153979783560434"
"P0300,Whistling sound from engine bay; poor fuel economy.,""Downstream O2 Sensor: 0.77V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Beginner,1.6802569607263154"
"P0420,Whistling sound from engine bay; poor fuel economy.,""Downstream O2 Sensor: 0.77V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Advanced,3.143950869884196"
"P0420,Whistling sound from engine bay; poor fuel economy.,""RPM: 680 (fluctuating), Fuel Trim: 17%, Misfire Count: 5"",Catalytic Converter Efficiency Below Threshold,Beginner,3.075531964118518"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.79V (mimicking upstream), Cat Temp: 450C"",Coolant Temperature Sensor Circuit Low,Intermediate,3.354983473163339"
"P0171,Engine shakes violently at idle and loses power during acceleration.,""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Catalytic Converter Efficiency Below Threshold,Intermediate,0.6104973424483076"
"P0117,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""MAF Flow: 2.03 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Catalytic Converter Efficiency Below Threshold,Beginner,3.9"
"P0420,Engine shakes violently at idle and loses power during acceleration.,""Downstream O2 Sensor: 0.63V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Intermediate,0.7701563394867059"
"P0171,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Faulty Ignition Coil or Spark Plugs,Advanced,2.4688836602252944"
"P0117,Whistling sound from engine bay; poor fuel economy.,""RPM: 676 (fluctuating), Fuel Trim: 11%, Misfire Count: 13"",Faulty Ignition Coil or Spark Plugs,Advanced,3.0559785653576426"
"P0420,Whistling sound from engine bay; poor fuel economy.,""RPM: 833 (fluctuating), Fuel Trim: 12%, Misfire Count: 17"",Catalytic Converter Efficiency Below Threshold,Advanced,3.9"
"P0300,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Catalytic Converter Efficiency Below Threshold,Beginner,2.872812013427995"
"P0300,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""RPM: 704 (fluctuating), Fuel Trim: 12%, Misfire Count: 35"",Vacuum Leak or Dirty MAF Sensor,Advanced,2.3704228541425567"
"P0300,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""RPM: 692 (fluctuating), Fuel Trim: 17%, Misfire Count: 40"",Catalytic Converter Efficiency Below Threshold,Intermediate,3.9"
"P0300,Whistling sound from engine bay; poor fuel economy.,""RPM: 680 (fluctuating), Fuel Trim: 17%, Misfire Count: 5"",Faulty Ignition Coil or Spark Plugs,Intermediate,2.10124066675733"
"P0171,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.63V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Intermediate,0.5"
"P0117,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""RPM: 792 (fluctuating), Fuel Trim: 17%, Misfire Count: 32"",Faulty Ignition Coil or Spark Plugs,Intermediate,3.3819476723637383"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.68V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Intermediate,2.392398641657637"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.63V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Advanced,1.7777162909175481"
"P0171,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""RPM: 657 (fluctuating), Fuel Trim: 15%, Misfire Count: 48"",Faulty Ignition Coil or Spark Plugs,Beginner,3.9"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""MAF Flow: 2.35 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Faulty Ignition Coil or Spark Plugs,Advanced,3.2008125355563006"
"P0300,Whistling sound from engine bay; poor fuel economy.,""Downstream O2 Sensor: 0.66V (mimicking upstream), Cat Temp: 450C"",Coolant Temperature Sensor Circuit Low,Intermediate,2.8667513103712103"
"P0300,Whistling sound from engine bay; poor fuel economy.,""Downstream O2 Sensor: 0.79V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Intermediate,0.9705891926344916"
"P0171,Engine shakes violently at idle and loses power during acceleration.,""MAF Flow: 2.42 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Advanced,2.7607644705714045"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""MAF Flow: 2.45 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Catalytic Converter Efficiency Below Threshold,Advanced,2.568860695105354"
"P0420,Whistling sound from engine bay; poor fuel economy.,""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Faulty Ignition Coil or Spark Plugs,Advanced,3.3589903977764033"
"P0171,Engine shakes violently at idle and loses power during acceleration.,""RPM: 680 (fluctuating), Fuel Trim: 17%, Misfire Count: 5"",Catalytic Converter Efficiency Below Threshold,Advanced,3.9"
"P0300,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Vacuum Leak or Dirty MAF Sensor,Intermediate,1.4575158214887272"
"P0171,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Catalytic Converter Efficiency Below Threshold,Advanced,2.3691894574180288"
"P0171,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Downstream O2 Sensor: 0.63V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Beginner,1.513893344208763"
"P0420,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""RPM: 680 (fluctuating), Fuel Trim: 17%, Misfire Count: 5"",Catalytic Converter Efficiency Below Threshold,Advanced,1.8811500063981699"
"P0420,Engine shakes violently at idle and loses power during acceleration.,""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Catalytic Converter Efficiency Below Threshold,Beginner,3.5006218009276084"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""RPM: 846 (fluctuating), Fuel Trim: 13%, Misfire Count: 30"",Coolant Temperature Sensor Circuit Low,Intermediate,1.6002479595571388"
"P0117,Engine shakes violently at idle and loses power during acceleration.,""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Faulty Ignition Coil or Spark Plugs,Advanced,0.9455762644411003"
"P0420,Engine shakes violently at idle and loses power during acceleration.,""Downstream O2 Sensor: 0.69V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Beginner,1.882483620537225"
"P0300,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 1.95 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Faulty Ignition Coil or Spark Plugs,Intermediate,2.297002232814046"
"P0420,Whistling sound from engine bay; poor fuel economy.,""Downstream O2 Sensor: 0.79V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Beginner,3.866030170853129"
"P0171,Whistling sound from engine bay; poor fuel economy.,""RPM: 802 (fluctuating), Fuel Trim: 11%, Misfire Count: 47"",Coolant Temperature Sensor Circuit Low,Beginner,1.3620061361042284"
"P0420,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Downstream O2 Sensor: 0.78V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Advanced,1.841718252720839"
"P0117,Whistling sound from engine bay; poor fuel economy.,""RPM: 669 (fluctuating), Fuel Trim: 13%, Misfire Count: 42"",Catalytic Converter Efficiency Below Threshold,Intermediate,2.988869217953189"
"P0420,Engine shakes violently at idle and loses power during acceleration.,""RPM: 604 (fluctuating), Fuel Trim: 11%, Misfire Count: 18"",Catalytic Converter Efficiency Below Threshold,Advanced,2.035600968137983"
"P0171,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Coolant Temperature Sensor Circuit Low,Beginner,0.9851292165123169"
"P0171,Engine shakes violently at idle and loses power during acceleration.,""RPM: 679 (fluctuating), Fuel Trim: 18%, Misfire Count: 24"",Coolant Temperature Sensor Circuit Low,Intermediate,1.0657683403781932"
"P0300,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Faulty Ignition Coil or Spark Plugs,Beginner,1.0496096981466345"
"P0117,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Coolant Temperature Sensor Circuit Low,Intermediate,1.7812622617121956"
"P0300,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""RPM: 657 (fluctuating), Fuel Trim: 15%, Misfire Count: 48"",Coolant Temperature Sensor Circuit Low,Advanced,2.0931757886013473"
"P0420,Whistling sound from engine bay; poor fuel economy.,""Downstream O2 Sensor: 0.64V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Beginner,3.862893944274953"
"P0171,Engine shakes violently at idle and loses power during acceleration.,""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Faulty Ignition Coil or Spark Plugs,Beginner,3.5954940235490462"
"P0420,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Faulty Ignition Coil or Spark Plugs,Intermediate,2.1203091740520836"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Faulty Ignition Coil or Spark Plugs,Intermediate,3.9"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""MAF Flow: 2.03 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Catalytic Converter Efficiency Below Threshold,Beginner,3.383394532507397"
"P0171,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Coolant Temperature Sensor Circuit Low,Advanced,2.5083689763488093"
"P0117,Whistling sound from engine bay; poor fuel economy.,""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Catalytic Converter Efficiency Below Threshold,Beginner,0.8529716697024643"
"P0117,Engine shakes violently at idle and loses power during acceleration.,""RPM: 771 (fluctuating), Fuel Trim: 18%, Misfire Count: 32"",Catalytic Converter Efficiency Below Threshold,Advanced,2.618382512615208"
"P0300,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""RPM: 792 (fluctuating), Fuel Trim: 17%, Misfire Count: 32"",Catalytic Converter Efficiency Below Threshold,Intermediate,3.0476093501191874"
"P0300,Whistling sound from engine bay; poor fuel economy.,""RPM: 679 (fluctuating), Fuel Trim: 18%, Misfire Count: 24"",Catalytic Converter Efficiency Below Threshold,Intermediate,2.9301374671935476"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""Downstream O2 Sensor: 0.73V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Advanced,1.6155014293033991"
