CAR_MODEL,YEAR,ENGINE_RPM,VEHICLE_SPEED,ENGINE_LOAD,COOLANT_TEMP,MAF_GRAMS_SEC,SHORT_TERM_TRIM,LONG_TERM_TRIM,THROTTLE_POS,TROUBLE_CODES
toyota corolla,2009.0,1356.0,37.0,49.4,90.0,8.45,1.0,3.1746707670043413,20.0,None
ford focus,2003.0,2136.0,66.0,35.7,69.0,31.065620377978632,0.0,-6.2,17.0,None
chevrolet agile,2011.0,2635.0,36.0,36.9,81.0,14.84,3.3186905843172876,3.1746707670043413,33.0,None
fiat palio,2012.0,1370.0,17.0,5.9,88.0,31.065620377978632,95.0,3.1746707670043413,31.0,None
citroen c3,2013.0,2211.0,60.0,68.6,94.93210035842294,31.065620377978632,3.3186905843172876,3.1746707670043413,26.0,None
nissan versa,2016.0,843.0,14.0,51.8,73.0,6.66,10.0,3.1746707670043413,16.0,None
fiat palio,2012.0,2388.0,73.0,22.7,90.0,31.065620377978632,-84.0,3.1746707670043413,42.0,None
peugeot 208_allure,2015.0,1778.0,63.0,56.1,75.0,31.065620377978632,1.0,3.1746707670043413,19.0,None
renault duster,2012.0,1694.0,38.0,12.5,87.0,31.065620377978632,-3.0,3.1746707670043413,13.0,None
honda fit,2005.0,1017.0,0.0,41.0,37.0,31.065620377978632,-9.0,3.1746707670043413,15.0,None
fiat palio,2012.0,2357.0,70.0,8.6,78.0,31.065620377978632,98.0,3.1746707670043413,25.0,None
peugeot 208_allure,2015.0,2053.0,61.0,62.0,72.0,31.065620377978632,0.0,3.1746707670043413,17.0,None
renault duster,2012.0,1466.0,23.0,17.3,91.0,31.065620377978632,2.0,3.1746707670043413,13.0,None
peugeot 208_allure,2015.0,757.0,0.0,29.0,87.0,31.065620377978632,1.0,3.1746707670043413,11.0,None
toyota corolla,2009.0,1746.0,65.0,32.9,86.0,5.42,5.0,3.1746707670043413,20.0,None
peugeot 208_allure,2015.0,748.0,0.0,37.6,75.0,31.065620377978632,1.0,3.1746707670043413,13.0,None
honda fit,2005.0,1698.0,36.0,41.0,92.0,31.065620377978632,6.0,3.1746707670043413,23.0,None
citroen c3,2013.0,1528.0,32.0,22.0,92.0,31.065620377978632,3.3186905843172876,3.1746707670043413,15.0,None
volkswagen polo,2006.0,1080.0,2.0,7.5,81.0,31.065620377978632,3.3186905843172876,3.1746707670043413,3.0,None
renault duster,2012.0,1711.0,43.0,40.4,87.0,31.065620377978632,2.0,3.1746707670043413,24.0,None
toyota corolla,2009.0,1682.0,49.0,57.3,85.0,12.78,-2.0,3.1746707670043413,22.0,None
peugeot 208_allure,2015.0,777.0,0.0,31.0,75.0,31.065620377978632,4.0,3.1746707670043413,12.0,None
toyota corolla,2009.0,1257.0,56.0,26.7,89.0,2.51,10.0,3.1746707670043413,18.0,None
peugeot 208_allure,2015.0,872.0,17.0,29.8,79.0,31.065620377978632,2.0,3.1746707670043413,16.0,None
volkswagen voyage,2013.0,1436.0,17.0,7.8,78.0,31.065620377978632,6.0,3.1746707670043413,6.0,None
peugeot 208_allure,2015.0,1990.0,69.0,70.6,81.0,31.065620377978632,0.0,3.1746707670043413,17.0,None
renault duster,2012.0,1503.0,38.0,97.6,87.0,31.065620377978632,0.0,3.1746707670043413,36.0,None
peugeot 208_allure,2015.0,743.0,0.0,29.4,79.0,31.065620377978632,4.0,3.1746707670043413,11.0,None
honda fit,2005.0,1789.0,38.0,41.0,93.0,31.065620377978632,11.0,3.1746707670043413,15.0,None
volkswagen polo,2006.0,1183.0,8.0,6.3,87.0,31.065620377978632,3.3186905843172876,3.1746707670043413,4.0,None
citroen c3,2013.0,716.0,19.0,31.8,93.0,31.065620377978632,3.0,3.1746707670043413,14.0,None
fiat palio,2012.0,1261.0,6.0,5.9,26.0,31.065620377978632,94.0,3.1746707670043413,22.0,None
peugeot 208_allure,2015.0,1800.0,68.0,23.9,75.0,31.065620377978632,0.0,3.1746707670043413,14.0,None
renault duster,2012.0,2020.0,69.0,42.0,86.0,31.065620377978632,0.0,3.1746707670043413,19.0,None
volkswagen polo,2006.0,1177.0,18.0,41.0,73.0,31.065620377978632,3.3186905843172876,3.1746707670043413,12.0,None
toyota corolla,2009.0,2775.0,106.0,31.4,85.0,8.26,-5.0,3.1746707670043413,21.0,None
toyota corolla,2009.0,1842.0,24.0,69.0,93.0,12.75,-3.0,3.1746707670043413,22.0,None
chevrolet agile,2011.0,1730.0,57.0,49.8,83.0,13.03,3.3186905843172876,3.1746707670043413,33.0,None
volkswagen polo,2006.0,1205.0,27.0,6.3,78.0,31.065620377978632,3.3186905843172876,3.1746707670043413,3.0,None
peugeot 208_allure,2015.0,1749.0,51.0,21.6,75.0,31.065620377978632,0.0,3.1746707670043413,13.0,None
toyota corolla,2009.0,1126.0,21.0,43.9,86.0,4.76,-2.0,3.1746707670043413,19.0,None
peugeot 208_allure,2015.0,1618.0,57.0,52.9,76.0,31.065620377978632,-9.0,3.1746707670043413,14.0,None
volkswagen polo,2006.0,797.0,0.0,41.0,75.0,31.065620377978632,3.3186905843172876,3.1746707670043413,3.0,None
honda fit,2005.0,1736.0,53.0,41.0,81.0,31.065620377978632,23.0,3.1746707670043413,17.0,None
peugeot 208_allure,2015.0,1226.0,33.0,22.4,75.0,31.065620377978632,3.0,3.1746707670043413,13.0,None
volkswagen polo,2006.0,1140.0,10.0,17.6,68.0,31.065620377978632,3.3186905843172876,3.1746707670043413,5.0,None
toyota corolla,2009.0,1003.0,20.0,43.1,90.0,3.73,6.0,3.1746707670043413,19.0,None
toyota corolla,2009.0,2146.0,82.0,59.2,86.0,16.95,-3.0,3.1746707670043413,25.0,None
nissan versa,2016.0,923.0,6.0,68.6,91.0,7.05,4.0,3.1746707670043413,17.0,None
honda fit,2005.0,756.0,0.0,41.0,85.0,31.065620377978632,1.0,3.1746707670043413,13.0,None
peugeot 208_allure,2015.0,2186.0,79.0,83.9,75.0,31.065620377978632,2.0,3.1746707670043413,27.0,None
renault duster,2012.0,865.0,0.0,31.4,90.0,31.065620377978632,-6.0,3.1746707670043413,13.0,None
peugeot 208_allure,2015.0,1691.0,68.0,41.2,76.0,31.065620377978632,3.0,3.1746707670043413,14.0,None
toyota corolla,2009.0,1228.0,28.0,42.7,72.0,5.59,-3.0,3.1746707670043413,20.0,None
nissan versa,2016.0,2031.0,66.0,14.5,81.0,3.77,0.0,3.1746707670043413,13.0,None
ford focus,2003.0,1317.0,21.0,18.4,74.0,31.065620377978632,1.0,-13.3,17.0,None
volkswagen polo,2006.0,1498.0,31.0,9.8,43.0,31.065620377978632,3.3186905843172876,3.1746707670043413,6.0,None
toyota corolla,2009.0,2455.0,68.0,29.0,88.0,6.31,12.0,3.1746707670043413,20.0,None
volkswagen polo,2006.0,1692.0,51.0,26.3,66.0,31.065620377978632,3.3186905843172876,3.1746707670043413,13.0,None
toyota corolla,2009.0,3475.0,141.0,100.0,86.0,51.1,0.0,3.1746707670043413,49.0,None
toyota corolla,2009.0,1083.0,41.0,27.8,88.0,2.53,5.0,3.1746707670043413,18.0,None
chevrolet agile,2011.0,2252.0,59.0,26.3,80.0,8.62,3.3186905843172876,3.1746707670043413,30.0,None
peugeot 208_allure,2015.0,2136.0,45.0,81.6,76.0,31.065620377978632,4.0,3.1746707670043413,26.0,None
nissan versa,2016.0,1915.0,46.0,38.0,86.0,13.36,-4.0,3.1746707670043413,20.0,None
chevrolet agile,2011.0,1905.0,42.0,25.1,79.0,8.65,3.3186905843172876,3.1746707670043413,30.0,None
toyota corolla,2009.0,1742.0,57.0,20.0,86.0,2.12,0.0,3.1746707670043413,18.0,None
nissan versa,2016.0,741.0,19.0,30.2,86.0,2.61,0.0,3.1746707670043413,13.0,None
toyota corolla,2009.0,2651.0,103.0,88.2,90.0,34.54,2.0,3.1746707670043413,33.0,None
chevrolet agile,2011.0,1211.0,5.0,18.4,82.0,3.62,3.3186905843172876,3.1746707670043413,24.0,None
volkswagen polo,2006.0,793.0,0.0,41.0,71.0,31.065620377978632,3.3186905843172876,3.1746707670043413,3.0,None
peugeot 208_allure,2015.0,1332.0,36.0,22.7,76.0,31.065620377978632,3.0,3.1746707670043413,13.0,None
volkswagen polo,2006.0,1394.0,26.0,41.0,81.0,31.065620377978632,3.3186905843172876,3.1746707670043413,10.0,None
peugeot 208_allure,2015.0,1726.0,33.0,21.2,77.0,31.065620377978632,-6.0,3.1746707670043413,13.0,None
peugeot 208_allure,2015.0,784.0,0.0,33.7,57.0,31.065620377978632,-2.0,3.1746707670043413,12.0,None
peugeot 208_allure,2015.0,1883.0,37.0,55.3,76.0,31.065620377978632,8.0,3.1746707670043413,20.0,None
volkswagen polo,2006.0,862.0,0.0,5.5,49.0,31.065620377978632,3.3186905843172876,3.1746707670043413,4.0,None
volkswagen polo,2006.0,770.0,0.0,41.0,73.0,31.065620377978632,3.3186905843172876,3.1746707670043413,3.0,None
fiat palio,2012.0,1808.0,51.0,13.7,88.0,31.065620377978632,96.0,3.1746707670043413,29.0,None
renault duster,2012.0,859.0,13.0,43.5,86.0,31.065620377978632,-6.0,3.1746707670043413,13.0,None
toyota corolla,2009.0,2954.0,106.0,45.5,84.0,5.95,2.0,3.1746707670043413,20.0,None
chevrolet agile,2011.0,2141.0,38.0,51.4,80.0,16.49,3.3186905843172876,3.1746707670043413,34.0,None
fiat palio,2012.0,2838.0,84.0,20.8,83.0,31.065620377978632,-96.0,3.1746707670043413,32.0,None
renault duster,2012.0,1225.0,26.0,22.4,87.0,31.065620377978632,2.0,3.1746707670043413,13.0,None
fiat palio,2012.0,2476.0,48.0,13.7,94.0,31.065620377978632,-81.0,3.1746707670043413,27.0,None
renault duster,2012.0,1641.0,53.0,22.4,86.0,31.065620377978632,6.0,3.1746707670043413,15.0,None
toyota corolla,2009.0,2663.0,49.0,85.1,88.0,32.51,-2.0,3.1746707670043413,31.0,None
renault duster,2012.0,759.0,0.0,38.8,98.0,31.065620377978632,-6.0,3.1746707670043413,12.0,None
peugeot 208_allure,2015.0,1168.0,10.0,49.4,69.0,31.065620377978632,-1.0,3.1746707670043413,14.0,None
renault duster,2012.0,1536.0,41.0,36.1,85.0,31.065620377978632,2.0,3.1746707670043413,12.0,None
volkswagen polo,2006.0,1954.0,61.0,7.5,57.0,31.065620377978632,3.3186905843172876,3.1746707670043413,5.0,None
volkswagen polo,2006.0,1605.0,23.0,41.0,75.0,31.065620377978632,3.3186905843172876,3.1746707670043413,15.0,None
toyota corolla,2009.0,2107.0,24.0,61.6,95.0,15.57,-1.0,3.1746707670043413,24.0,None
toyota corolla,2009.0,2906.0,113.0,56.5,86.0,20.23,0.0,3.1746707670043413,25.0,None
peugeot 208_allure,2015.0,780.0,11.0,30.2,77.0,31.065620377978632,5.0,3.1746707670043413,13.0,None
volkswagen polo,2006.0,1169.0,1.0,13.3,74.0,31.065620377978632,3.3186905843172876,3.1746707670043413,5.0,None
volkswagen polo,2006.0,1739.0,37.0,13.7,68.0,31.065620377978632,3.3186905843172876,3.1746707670043413,5.0,None
volkswagen polo,2006.0,465.0,3.0,41.0,72.0,31.065620377978632,3.3186905843172876,3.1746707670043413,4.0,None
toyota corolla,2009.0,1642.0,21.0,60.8,92.0,13.15,-6.0,3.1746707670043413,23.0,None
peugeot 208_allure,2015.0,1805.0,69.0,57.6,78.0,31.065620377978632,1.0,3.1746707670043413,22.0,None
volkswagen polo,2006.0,754.0,0.0,41.0,86.0,31.065620377978632,3.3186905843172876,3.1746707670043413,2.0,None
toyota corolla,2009.0,1178.0,47.0,27.1,86.0,2.54,2.0,3.1746707670043413,18.0,None
nissan versa,2016.0,986.0,30.0,89.0,86.0,11.77,15.0,3.1746707670043413,32.0,None
toyota corolla,2009.0,2760.0,109.0,78.4,85.0,31.04,2.0,3.1746707670043413,30.0,None
volkswagen polo,2006.0,860.0,21.0,6.7,45.0,31.065620377978632,3.3186905843172876,3.1746707670043413,6.0,None
toyota corolla,2009.0,1110.0,27.0,27.1,93.0,2.64,-2.0,3.1746707670043413,18.0,None
toyota corolla,2009.0,2580.0,90.0,44.7,86.0,5.68,0.0,3.1746707670043413,20.0,None
nissan versa,2016.0,2427.0,82.0,78.8,84.0,25.16,-1.0,3.1746707670043413,29.0,None
volkswagen polo,2006.0,1135.0,36.0,5.9,93.0,31.065620377978632,3.3186905843172876,3.1746707670043413,21.0,None
renault duster,2012.0,1032.0,49.0,22.0,88.0,31.065620377978632,-5.0,3.1746707670043413,18.0,None
citroen c3,2013.0,790.0,0.0,43.5,91.0,31.065620377978632,-2.0,3.1746707670043413,15.0,None
nissan versa,2016.0,1510.0,21.0,65.1,85.0,12.52,4.0,3.1746707670043413,19.0,None
fiat palio,2012.0,1795.0,32.0,9.8,59.0,31.065620377978632,68.0,3.1746707670043413,20.0,None
fiat palio,2012.0,2281.0,45.0,14.9,98.0,31.065620377978632,-88.0,3.1746707670043413,28.0,None
citroen c3,2013.0,933.0,12.0,29.0,94.93210035842294,31.065620377978632,3.3186905843172876,3.1746707670043413,15.0,None
volkswagen polo,2006.0,1222.0,23.0,7.1,72.0,31.065620377978632,3.3186905843172876,3.1746707670043413,3.0,None
renault duster,2012.0,960.0,30.0,27.8,87.0,31.065620377978632,-3.0,3.1746707670043413,12.0,None
volkswagen polo,2006.0,1015.0,18.0,41.0,48.0,31.065620377978632,3.3186905843172876,3.1746707670043413,2.0,None
peugeot 208_allure,2015.0,1739.0,55.0,21.2,66.0,31.065620377978632,-2.0,3.1746707670043413,13.0,None
toyota corolla,2009.0,2389.0,90.0,75.7,87.0,22.76,1.0,3.1746707670043413,26.0,None
toyota corolla,2009.0,2367.0,94.0,74.9,88.0,20.09,4.0,3.1746707670043413,26.0,None
renault duster,2012.0,862.0,40.0,38.0,88.0,31.065620377978632,3.0,3.1746707670043413,13.0,None
toyota corolla,2009.0,2397.0,94.0,79.6,90.0,25.76,-6.0,3.1746707670043413,28.0,None
toyota corolla,2009.0,2401.0,60.0,94.1,93.0,31.07,-5.0,3.1746707670043413,35.0,None
fiat palio,2012.0,2102.0,41.0,11.0,93.0,31.065620377978632,-100.0,3.1746707670043413,17.0,None
chevrolet agile,2011.0,1805.0,57.0,30.2,81.0,9.68,3.3186905843172876,3.1746707670043413,31.0,None
volkswagen polo,2006.0,1716.0,45.0,30.2,73.0,31.065620377978632,3.3186905843172876,3.1746707670043413,14.0,None
renault duster,2012.0,860.0,0.0,38.0,88.0,31.065620377978632,-4.0,3.1746707670043413,13.0,None
peugeot 208_allure,2015.0,1835.0,33.0,62.0,75.0,31.065620377978632,-1.0,3.1746707670043413,21.0,None
peugeot 208_allure,2015.0,809.0,0.0,40.0,80.0,31.065620377978632,0.0,3.1746707670043413,13.0,None
citroen c3,2013.0,2564.0,63.0,21.6,91.0,31.065620377978632,0.0,3.1746707670043413,18.0,None
volkswagen polo,2006.0,787.0,0.0,41.0,75.0,31.065620377978632,3.3186905843172876,3.1746707670043413,2.0,None
nissan versa,2016.0,1869.0,42.0,82.0,86.0,5.97,3.0,3.1746707670043413,15.0,None
volkswagen polo,2006.0,2053.0,28.0,18.0,81.0,31.065620377978632,3.3186905843172876,3.1746707670043413,4.0,None
peugeot 208_allure,2015.0,1466.0,30.0,25.9,78.0,31.065620377978632,-5.0,3.1746707670043413,14.0,None
peugeot 208_allure,2015.0,1601.0,50.0,35.3,77.0,31.065620377978632,-2.0,3.1746707670043413,15.0,None
peugeot 208_allure,2015.0,1854.0,15.0,51.0,88.0,31.065620377978632,9.0,3.1746707670043413,18.0,None
renault duster,2012.0,799.0,0.0,42.7,88.0,31.065620377978632,-3.0,3.1746707670043413,13.0,None
volkswagen polo,2006.0,1573.0,37.0,24.3,82.0,31.065620377978632,3.3186905843172876,3.1746707670043413,13.0,None
toyota corolla,2009.0,1520.0,67.0,20.8,86.0,2.12,0.0,3.1746707670043413,18.0,None
toyota corolla,2009.0,1659.0,65.0,50.2,87.0,9.0,6.0,3.1746707670043413,21.0,None
citroen c3,2013.0,2470.0,83.0,22.0,91.0,31.065620377978632,4.0,3.1746707670043413,20.0,None
nan nan,2017.9722698684964,834.0,0.0,25.9,96.0,31.065620377978632,-1.0,3.1746707670043413,12.0,None
citroen c3,2013.0,724.0,10.0,31.4,91.0,31.065620377978632,6.0,3.1746707670043413,24.0,None
fiat palio,2012.0,2018.0,46.0,12.9,79.0,31.065620377978632,-100.0,3.1746707670043413,15.0,None
honda fit,2005.0,1883.0,21.0,41.0,63.0,31.065620377978632,-12.0,3.1746707670043413,16.0,None
fiat palio,2012.0,2129.0,21.0,11.0,87.0,31.065620377978632,-79.0,3.1746707670043413,15.0,None
fiat palio,2012.0,2181.0,23.0,11.8,68.0,31.065620377978632,73.0,3.1746707670043413,22.0,None
toyota corolla,2009.0,1310.0,24.0,43.5,88.0,4.95,-3.0,3.1746707670043413,20.0,None
toyota corolla,2009.0,2781.0,111.0,80.0,85.0,30.9,6.0,3.1746707670043413,30.0,None
peugeot 208_allure,2015.0,769.0,0.0,29.4,78.0,31.065620377978632,-2.0,3.1746707670043413,11.0,None
peugeot 208_allure,2015.0,1819.0,41.0,68.6,78.0,31.065620377978632,-1.0,3.1746707670043413,19.0,None
toyota corolla,2009.0,1967.0,68.0,56.9,85.0,13.85,-1.0,3.1746707670043413,23.0,None
citroen c3,2013.0,1753.0,39.0,62.7,92.0,31.065620377978632,6.0,3.1746707670043413,40.0,None
citroen c3,2013.0,2303.0,44.0,24.7,95.0,31.065620377978632,1.0,3.1746707670043413,19.0,None
peugeot 208_allure,2015.0,1135.0,2.0,23.9,85.0,31.065620377978632,2.0,3.1746707670043413,11.0,None
nissan versa,2016.0,889.0,13.0,41.6,75.0,4.83,3.0,3.1746707670043413,15.0,None
nissan versa,2016.0,1851.0,57.0,87.8,85.0,20.36,2.0,3.1746707670043413,29.0,None
renault duster,2012.0,832.0,0.0,42.0,89.0,31.065620377978632,-6.0,3.1746707670043413,14.0,None
citroen c3,2013.0,2692.0,83.0,21.2,91.0,31.065620377978632,0.0,3.1746707670043413,19.0,None
toyota corolla,2009.0,2200.0,92.0,86.3,89.0,26.48,-5.0,3.1746707670043413,29.0,None
renault duster,2012.0,2045.0,72.0,51.0,85.0,31.065620377978632,2.0,3.1746707670043413,23.0,None
toyota corolla,2009.0,2017.0,78.0,54.5,85.0,13.9,-2.0,3.1746707670043413,23.0,None
peugeot 208_allure,2015.0,1509.0,6.0,21.6,86.0,31.065620377978632,-3.0,3.1746707670043413,13.0,None
peugeot 208_allure,2015.0,778.0,0.0,45.1,51.0,31.065620377978632,-2.0,3.1746707670043413,13.0,None
renault duster,2012.0,2664.0,79.0,49.4,85.0,31.065620377978632,0.0,3.1746707670043413,18.0,None
toyota corolla,2009.0,1186.0,37.0,27.8,86.0,2.6,-3.0,3.1746707670043413,18.0,None
chevrolet agile,2011.0,2597.0,58.0,18.0,80.0,6.13,3.3186905843172876,3.1746707670043413,26.0,None
citroen c3,2013.0,1884.0,30.0,32.9,93.0,31.065620377978632,12.0,3.1746707670043413,19.0,None
fiat palio,2012.0,1513.0,25.0,9.8,81.0,31.065620377978632,75.0,3.1746707670043413,27.0,None
renault duster,2012.0,1399.0,9.0,22.7,86.0,31.065620377978632,0.0,3.1746707670043413,13.0,None
renault duster,2012.0,1791.0,48.0,100.0,86.0,31.065620377978632,1.0,3.1746707670043413,37.0,None
chevrolet agile,2011.0,1440.0,42.0,16.1,80.0,3.37,3.3186905843172876,3.1746707670043413,22.0,None
toyota corolla,2009.0,1544.0,54.0,20.8,91.0,2.29,0.0,3.1746707670043413,18.0,None
toyota corolla,2009.0,2039.0,43.0,77.3,88.0,21.84,-2.0,3.1746707670043413,27.0,None
volkswagen polo,2006.0,1538.0,41.0,41.0,77.0,31.065620377978632,3.3186905843172876,3.1746707670043413,9.0,None
toyota corolla,2009.0,2048.0,87.0,23.9,86.0,2.46,7.0,3.1746707670043413,18.0,None
chevrolet agile,2011.0,1002.0,0.0,33.3,81.0,4.57,3.3186905843172876,3.1746707670043413,25.0,None
toyota corolla,2009.0,2476.0,96.0,53.3,87.0,17.59,-2.0,3.1746707670043413,24.0,None
peugeot 208_allure,2015.0,796.0,4.0,47.8,78.0,31.065620377978632,1.0,3.1746707670043413,13.0,None
peugeot 208_allure,2015.0,779.0,0.0,29.0,76.0,31.065620377978632,-3.0,3.1746707670043413,11.0,None
ford focus,2003.0,866.0,0.0,38.8,73.0,31.065620377978632,-2.0,-9.4,17.0,None
chevrolet agile,2011.0,2051.0,41.0,32.2,81.0,9.64,3.3186905843172876,3.1746707670043413,31.0,None
chevrolet agile,2011.0,1539.0,51.0,32.2,83.0,7.11,3.3186905843172876,3.1746707670043413,29.0,None
toyota corolla,2009.0,2467.0,99.0,21.6,84.0,3.79,8.0,3.1746707670043413,19.0,None
toyota corolla,2009.0,2175.0,84.0,50.2,83.0,11.89,2.0,3.1746707670043413,22.0,None
chevrolet agile,2011.0,1882.0,16.0,17.3,82.0,4.62,3.3186905843172876,3.1746707670043413,25.0,None
renault duster,2012.0,865.0,0.0,32.5,91.0,31.065620377978632,-2.0,3.1746707670043413,13.0,None
renault duster,2012.0,854.0,48.0,39.2,87.0,31.065620377978632,-3.0,3.1746707670043413,13.0,None
ford focus,2003.0,974.0,0.0,19.6,89.0,31.065620377978632,-2.0,-6.2,17.0,None
toyota corolla,2009.0,3127.0,81.0,90.2,90.0,39.21,4.0,3.1746707670043413,38.0,None
nissan versa,2016.0,1581.0,27.0,22.7,85.0,4.58,0.0,3.1746707670043413,14.0,None
chevrolet agile,2011.0,2393.0,33.0,17.3,80.0,5.91,3.3186905843172876,3.1746707670043413,25.0,None
volkswagen polo,2006.0,879.0,22.0,18.0,78.0,31.065620377978632,3.3186905843172876,3.1746707670043413,22.0,None
toyota corolla,2009.0,2055.0,34.0,58.0,87.0,16.2,-2.0,3.1746707670043413,23.0,None
volkswagen polo,2006.0,1645.0,5.0,5.1,77.0,31.065620377978632,3.3186905843172876,3.1746707670043413,2.0,None
nissan versa,2016.0,1153.0,25.0,85.1,85.0,12.52,6.0,3.1746707670043413,25.0,None
toyota corolla,2009.0,1720.0,66.0,63.5,86.0,15.95,2.0,3.1746707670043413,24.0,None
volkswagen polo,2006.0,2031.0,28.0,26.7,81.0,31.065620377978632,3.3186905843172876,3.1746707670043413,17.0,None
toyota corolla,2009.0,2668.0,107.0,96.1,88.0,38.57,2.0,3.1746707670043413,43.0,None
renault duster,2012.0,1403.0,24.0,100.0,89.0,31.065620377978632,-6.0,3.1746707670043413,30.0,None
chevrolet agile,2011.0,2020.0,29.0,46.7,68.0,14.3,3.3186905843172876,3.1746707670043413,33.0,None
volkswagen polo,2006.0,1206.0,20.0,41.0,60.0,31.065620377978632,3.3186905843172876,3.1746707670043413,4.0,None
peugeot 208_allure,2015.0,1768.0,61.0,62.4,76.0,31.065620377978632,-7.0,3.1746707670043413,20.0,None
toyota corolla,2009.0,2559.0,99.0,49.0,85.0,13.85,-6.0,3.1746707670043413,23.0,None
toyota corolla,2009.0,2994.0,119.0,93.7,88.0,40.14,0.0,3.1746707670043413,38.0,None
toyota corolla,2009.0,1676.0,74.0,25.9,86.0,2.5,0.0,3.1746707670043413,18.0,None
nissan versa,2016.0,1762.0,61.0,59.2,84.0,13.3,-2.0,3.1746707670043413,20.0,None
renault duster,2012.0,845.0,81.0,36.1,89.0,31.065620377978632,-3.0,3.1746707670043413,12.0,None
toyota corolla,2009.0,3140.0,123.0,49.4,85.0,19.15,-4.0,3.1746707670043413,24.0,None
renault duster,2012.0,1557.0,34.0,98.0,88.0,31.065620377978632,1.0,3.1746707670043413,23.0,None
peugeot 208_allure,2015.0,1613.0,22.0,57.3,79.0,31.065620377978632,-2.0,3.1746707670043413,19.0,None
toyota corolla,2009.0,1662.0,58.0,40.8,86.0,7.96,-6.0,3.1746707670043413,21.0,None
volkswagen polo,2006.0,2057.0,41.0,27.5,59.0,31.065620377978632,3.3186905843172876,3.1746707670043413,13.0,None
honda fit,2005.0,735.0,7.0,41.0,90.0,31.065620377978632,4.0,3.1746707670043413,14.0,None
renault duster,2012.0,1532.0,43.0,18.4,87.0,31.065620377978632,-8.0,3.1746707670043413,13.0,None
toyota corolla,2009.0,2404.0,94.0,82.7,86.0,26.48,-5.0,3.1746707670043413,28.0,None
peugeot 208_allure,2015.0,794.0,0.0,43.9,78.0,31.065620377978632,-2.0,3.1746707670043413,13.0,None
chevrolet agile,2011.0,1496.0,23.0,16.1,84.0,3.5,3.3186905843172876,3.1746707670043413,23.0,None
ford focus,2003.0,1014.0,0.0,18.4,97.0,31.065620377978632,0.0,-5.5,17.0,None
peugeot 208_allure,2015.0,1143.0,17.0,23.1,78.0,31.065620377978632,0.0,3.1746707670043413,12.0,None
citroen c3,2013.0,1134.0,24.0,43.1,93.0,31.065620377978632,2.0,3.1746707670043413,18.0,None
toyota corolla,2009.0,2374.0,50.0,86.7,90.0,29.0,0.0,3.1746707670043413,31.0,None
peugeot 208_allure,2015.0,1662.0,59.0,21.6,75.0,31.065620377978632,-4.0,3.1746707670043413,13.0,None
peugeot 208_allure,2015.0,1542.0,21.0,51.0,78.0,31.065620377978632,-7.0,3.1746707670043413,13.0,None
toyota corolla,2009.0,846.0,26.0,32.2,91.0,2.4,-1.0,3.1746707670043413,18.0,None
fiat palio,2012.0,2431.0,40.0,11.0,79.0,31.065620377978632,73.0,3.1746707670043413,23.0,None
peugeot 208_allure,2015.0,792.0,0.0,44.7,77.0,31.065620377978632,-6.0,3.1746707670043413,13.0,None
fiat palio,2012.0,2173.0,38.0,5.9,84.0,31.065620377978632,-100.0,3.1746707670043413,16.0,None
toyota corolla,2009.0,727.0,0.0,34.5,96.0,2.09,1.0,3.1746707670043413,18.0,None
volkswagen polo,2006.0,1724.0,42.0,41.0,78.0,31.065620377978632,3.3186905843172876,3.1746707670043413,14.0,None
toyota corolla,2009.0,1813.0,30.0,81.6,85.0,18.06,-4.0,3.1746707670043413,26.0,None
peugeot 208_allure,2015.0,1620.0,20.0,55.3,79.0,31.065620377978632,4.0,3.1746707670043413,18.0,None
peugeot 208_allure,2015.0,1694.0,56.0,22.0,75.0,31.065620377978632,-2.0,3.1746707670043413,13.0,None
volkswagen polo,2006.0,1360.0,21.0,41.0,81.0,31.065620377978632,3.3186905843172876,3.1746707670043413,10.0,None
nissan versa,2016.0,1562.0,39.0,92.2,85.0,18.55,4.0,3.1746707670043413,30.0,None
toyota corolla,2009.0,644.0,3.0,37.3,90.0,2.5,2.0,3.1746707670043413,18.0,None
toyota corolla,2009.0,2897.0,110.0,65.9,85.0,24.18,4.0,3.1746707670043413,27.0,None
peugeot 208_allure,2015.0,774.0,0.0,29.0,76.0,31.065620377978632,-3.0,3.1746707670043413,11.0,None
toyota corolla,2009.0,2368.0,90.0,76.9,84.0,24.37,-2.0,3.1746707670043413,27.0,None
toyota corolla,2009.0,964.0,19.0,30.6,88.0,2.5,4.0,3.1746707670043413,18.0,None
fiat palio,2012.0,2001.0,46.0,7.8,85.0,31.065620377978632,95.0,3.1746707670043413,24.0,None
nissan versa,2016.0,921.0,0.0,65.1,88.0,5.41,4.0,3.1746707670043413,15.0,None
peugeot 208_allure,2015.0,1650.0,53.0,21.6,78.0,31.065620377978632,0.0,3.1746707670043413,13.0,None
toyota corolla,2009.0,1927.0,73.0,19.2,85.0,2.09,0.0,3.1746707670043413,18.0,None
volkswagen polo,2006.0,875.0,0.0,5.5,43.0,31.065620377978632,3.3186905843172876,3.1746707670043413,3.0,None
chevrolet agile,2011.0,1334.0,5.0,67.1,83.0,9.74,3.3186905843172876,3.1746707670043413,30.0,None
toyota corolla,2009.0,1922.0,55.0,72.2,90.0,15.81,-1.0,3.1746707670043413,24.0,None
toyota corolla,2009.0,1642.0,64.0,34.9,88.0,5.54,0.0,3.1746707670043413,20.0,None
